anuncio,campanha,veiculo,data,modalidade,objetivo,publico,investimento,impressoes,cliques,motivo,dentro_do_plano,par_com_denominador,chave_par
Marcasfilial_filial_acaocashback-janeiro_alcance_2301,Alcance,Meta Ads,2023-01-04,Acaocashback Janeiro,Alcance,N/a,79.12,10454,13,campanha fora do plano,False,False,Alcance | Meta Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_alagoas,Fds2,Youtube Ads,2023-10-08,Regular,Alcance,Socios,118.3512,2846,28,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_bahia,Fds2,Youtube Ads,2023-10-04,Regular,Alcance,Socios,21.8452,812,2,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_bahia,Fds2,Youtube Ads,2023-10-05,Regular,Alcance,Socios,424.8308,11834,67,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_bahia,Fds2,Youtube Ads,2023-10-06,Regular,Alcance,Socios,426.0636,13779,97,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_bahia,Fds2,Youtube Ads,2023-10-07,Regular,Alcance,Socios,426.1702,13401,100,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_bahia,Fds2,Youtube Ads,2023-10-08,Regular,Alcance,Socios,426.2808,13150,75,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_ceara,Fds2,Youtube Ads,2023-10-04,Regular,Alcance,Socios,6.345599999999999,209,1,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_ceara,Fds2,Youtube Ads,2023-10-05,Regular,Alcance,Socios,66.029,1727,3,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_ceara,Fds2,Youtube Ads,2023-10-06,Regular,Alcance,Socios,162.7373,3195,29,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_ceara,Fds2,Youtube Ads,2023-10-07,Regular,Alcance,Socios,163.4223,3364,21,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_ceara,Fds2,Youtube Ads,2023-10-08,Regular,Alcance,Socios,161.8154,3603,18,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_distrito-federal,Fds2,Youtube Ads,2023-10-04,Regular,Alcance,Socios,19.3048,724,2,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_distrito-federal,Fds2,Youtube Ads,2023-10-05,Regular,Alcance,Socios,310.0802,7593,38,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_distrito-federal,Fds2,Youtube Ads,2023-10-06,Regular,Alcance,Socios,330.4963,9624,53,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_distrito-federal,Fds2,Youtube Ads,2023-10-07,Regular,Alcance,Socios,331.8027,8916,74,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_distrito-federal,Fds2,Youtube Ads,2023-10-08,Regular,Alcance,Socios,329.47029999999995,9102,62,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_espirito-santo,Fds2,Youtube Ads,2023-10-04,Regular,Alcance,Socios,5.5555,209,0,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_espirito-santo,Fds2,Youtube Ads,2023-10-05,Regular,Alcance,Socios,67.8408,1946,17,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_espirito-santo,Fds2,Youtube Ads,2023-10-06,Regular,Alcance,Socios,88.5949,2276,12,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_espirito-santo,Fds2,Youtube Ads,2023-10-07,Regular,Alcance,Socios,88.728,2994,19,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_espirito-santo,Fds2,Youtube Ads,2023-10-08,Regular,Alcance,Socios,90.2298,2993,11,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_goias,Fds2,Youtube Ads,2023-10-04,Regular,Alcance,Socios,4.8672,183,3,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_goias,Fds2,Youtube Ads,2023-10-05,Regular,Alcance,Socios,54.6719,1679,6,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_goias,Fds2,Youtube Ads,2023-10-06,Regular,Alcance,Socios,134.4152,2855,9,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_goias,Fds2,Youtube Ads,2023-10-07,Regular,Alcance,Socios,135.2235,3177,16,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_goias,Fds2,Youtube Ads,2023-10-08,Regular,Alcance,Socios,134.87279999999998,3107,19,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_mato-grosso-do-sul,Fds2,Youtube Ads,2023-10-04,Regular,Alcance,Socios,12.424,449,5,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_mato-grosso-do-sul,Fds2,Youtube Ads,2023-10-05,Regular,Alcance,Socios,76.4,2236,11,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_mato-grosso-do-sul,Fds2,Youtube Ads,2023-10-06,Regular,Alcance,Socios,197.3607,3757,17,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_mato-grosso-do-sul,Fds2,Youtube Ads,2023-10-07,Regular,Alcance,Socios,196.5892,4400,29,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_mato-grosso-do-sul,Fds2,Youtube Ads,2023-10-08,Regular,Alcance,Socios,197.3609,4634,33,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_minas-gerais,Fds2,Youtube Ads,2023-10-04,Regular,Alcance,Socios,6.766399999999999,264,3,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_minas-gerais,Fds2,Youtube Ads,2023-10-05,Regular,Alcance,Socios,40.4407,1678,8,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_minas-gerais,Fds2,Youtube Ads,2023-10-06,Regular,Alcance,Socios,40.5964,2028,8,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_minas-gerais,Fds2,Youtube Ads,2023-10-07,Regular,Alcance,Socios,40.3401,2388,16,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_minas-gerais,Fds2,Youtube Ads,2023-10-08,Regular,Alcance,Socios,40.9117,2536,16,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_parana,Fds2,Youtube Ads,2023-10-04,Regular,Alcance,Socios,19.8023,765,6,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_parana,Fds2,Youtube Ads,2023-10-05,Regular,Alcance,Socios,134.0904,3748,11,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_parana,Fds2,Youtube Ads,2023-10-06,Regular,Alcance,Socios,421.2264,7659,43,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_parana,Fds2,Youtube Ads,2023-10-07,Regular,Alcance,Socios,419.5625,9396,66,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_parana,Fds2,Youtube Ads,2023-10-08,Regular,Alcance,Socios,418.1474,11724,79,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_pernambuco,Fds2,Youtube Ads,2023-10-04,Regular,Alcance,Socios,6.7886,232,0,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_pernambuco,Fds2,Youtube Ads,2023-10-05,Regular,Alcance,Socios,110.8755,2621,18,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_pernambuco,Fds2,Youtube Ads,2023-10-06,Regular,Alcance,Socios,133.0258,2884,18,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_pernambuco,Fds2,Youtube Ads,2023-10-07,Regular,Alcance,Socios,131.5143,3043,19,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_pernambuco,Fds2,Youtube Ads,2023-10-08,Regular,Alcance,Socios,134.9844,3147,20,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_piaui,Fds2,Youtube Ads,2023-10-04,Regular,Alcance,Socios,3.6826,142,2,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_piaui,Fds2,Youtube Ads,2023-10-05,Regular,Alcance,Socios,45.8766,1626,2,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_piaui,Fds2,Youtube Ads,2023-10-06,Regular,Alcance,Socios,124.043,2561,12,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_piaui,Fds2,Youtube Ads,2023-10-07,Regular,Alcance,Socios,123.2747,2789,19,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_piaui,Fds2,Youtube Ads,2023-10-08,Regular,Alcance,Socios,123.6984,3063,19,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_rio-de-janeiro,Fds2,Youtube Ads,2023-10-04,Regular,Alcance,Socios,21.2851,738,5,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_rio-de-janeiro,Fds2,Youtube Ads,2023-10-05,Regular,Alcance,Socios,290.7881,6423,38,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_rio-de-janeiro,Fds2,Youtube Ads,2023-10-06,Regular,Alcance,Socios,319.4787,6750,30,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_rio-de-janeiro,Fds2,Youtube Ads,2023-10-07,Regular,Alcance,Socios,319.1054,9527,68,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_rio-de-janeiro,Fds2,Youtube Ads,2023-10-08,Regular,Alcance,Socios,318.7646,9333,52,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_rio-grande-do-norte,Fds2,Youtube Ads,2023-10-04,Regular,Alcance,Socios,9.4261,335,2,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_rio-grande-do-norte,Fds2,Youtube Ads,2023-10-05,Regular,Alcance,Socios,114.8181,2784,9,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_rio-grande-do-norte,Fds2,Youtube Ads,2023-10-06,Regular,Alcance,Socios,114.0786,2704,13,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_rio-grande-do-norte,Fds2,Youtube Ads,2023-10-07,Regular,Alcance,Socios,114.7664,3272,16,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_rio-grande-do-norte,Fds2,Youtube Ads,2023-10-08,Regular,Alcance,Socios,114.3234,4077,27,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_rio-grande-do-sul,Fds2,Youtube Ads,2023-10-04,Regular,Alcance,Socios,10.68,379,2,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_rio-grande-do-sul,Fds2,Youtube Ads,2023-10-05,Regular,Alcance,Socios,90.6936,2338,8,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_rio-grande-do-sul,Fds2,Youtube Ads,2023-10-06,Regular,Alcance,Socios,249.5484,4510,24,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_rio-grande-do-sul,Fds2,Youtube Ads,2023-10-07,Regular,Alcance,Socios,256.4303,5357,30,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_rio-grande-do-sul,Fds2,Youtube Ads,2023-10-08,Regular,Alcance,Socios,255.5151,5634,36,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_santa-catarina,Fds2,Youtube Ads,2023-10-04,Regular,Alcance,Socios,9.3177,369,2,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_santa-catarina,Fds2,Youtube Ads,2023-10-05,Regular,Alcance,Socios,82.0361,2644,18,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_santa-catarina,Fds2,Youtube Ads,2023-10-06,Regular,Alcance,Socios,237.9001,4690,21,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_santa-catarina,Fds2,Youtube Ads,2023-10-07,Regular,Alcance,Socios,236.1783,5060,38,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_santa-catarina,Fds2,Youtube Ads,2023-10-08,Regular,Alcance,Socios,234.0667,5653,35,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_sao-paulo-capital,Fds2,Youtube Ads,2023-10-04,Regular,Alcance,Socios,95.4049,3353,12,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_sao-paulo-capital,Fds2,Youtube Ads,2023-10-05,Regular,Alcance,Socios,1810.2279,49842,261,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_sao-paulo-capital,Fds2,Youtube Ads,2023-10-06,Regular,Alcance,Socios,1823.3372,43730,249,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_sao-paulo-capital,Fds2,Youtube Ads,2023-10-07,Regular,Alcance,Socios,1816.7389,44746,243,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_sao-paulo-capital,Fds2,Youtube Ads,2023-10-08,Regular,Alcance,Socios,1823.2215,44865,245,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_sao-paulo-interior,Fds2,Youtube Ads,2023-10-04,Regular,Alcance,Socios,42.5524,1533,6,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_sao-paulo-interior,Fds2,Youtube Ads,2023-10-05,Regular,Alcance,Socios,1247.5899,31717,197,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_sao-paulo-interior,Fds2,Youtube Ads,2023-10-06,Regular,Alcance,Socios,1508.1422,32947,218,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_sao-paulo-interior,Fds2,Youtube Ads,2023-10-07,Regular,Alcance,Socios,1499.1421,33289,206,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_sao-paulo-interior,Fds2,Youtube Ads,2023-10-08,Regular,Alcance,Socios,1506.1675,34809,208,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_sergipe,Fds2,Youtube Ads,2023-10-04,Regular,Alcance,Socios,4.7479,201,1,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_sergipe,Fds2,Youtube Ads,2023-10-05,Regular,Alcance,Socios,47.5778,1579,12,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_sergipe,Fds2,Youtube Ads,2023-10-06,Regular,Alcance,Socios,102.4122,2182,15,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_sergipe,Fds2,Youtube Ads,2023-10-07,Regular,Alcance,Socios,101.5216,2855,18,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2310_sergipe,Fds2,Youtube Ads,2023-10-08,Regular,Alcance,Socios,102.8978,2741,14,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2312_nacional,Fds2,Youtube Ads,2023-12-07,Regular,Alcance,Socios,8589.202000000001,304620,1735,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2312_nacional,Fds2,Youtube Ads,2023-12-08,Regular,Alcance,Socios,7708.0897,318228,1890,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2312_nacional,Fds2,Youtube Ads,2023-12-09,Regular,Alcance,Socios,8095.5981,331633,1971,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_pouco-frequentes_2312_nacional,Fds2,Youtube Ads,2023-12-10,Regular,Alcance,Socios,8493.277,356274,2067,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_recorrentes_2308_americana,Fds2,Youtube Ads,2023-08-10,Regular,Alcance,Socios,8.5623,320,0,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_recorrentes_2308_americana,Fds2,Youtube Ads,2023-08-11,Regular,Alcance,Socios,43.8716,887,2,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_recorrentes_2308_americana,Fds2,Youtube Ads,2023-08-12,Regular,Alcance,Socios,45.5257,1004,7,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_recorrentes_2308_americana,Fds2,Youtube Ads,2023-08-13,Regular,Alcance,Socios,47.4676,1082,4,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_recorrentes_2308_aracaju,Fds2,Youtube Ads,2023-08-10,Regular,Alcance,Socios,13.3094,520,2,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_recorrentes_2308_aracaju,Fds2,Youtube Ads,2023-08-11,Regular,Alcance,Socios,60.147,1475,4,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_recorrentes_2308_aracaju,Fds2,Youtube Ads,2023-08-12,Regular,Alcance,Socios,75.3518,1670,8,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_recorrentes_2308_aracaju,Fds2,Youtube Ads,2023-08-13,Regular,Alcance,Socios,80.7473,1804,8,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_recorrentes_2308_bauru,Fds2,Youtube Ads,2023-08-10,Regular,Alcance,Socios,8.0987,293,5,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_recorrentes_2308_bauru,Fds2,Youtube Ads,2023-08-11,Regular,Alcance,Socios,36.6705,865,6,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_recorrentes_2308_bauru,Fds2,Youtube Ads,2023-08-12,Regular,Alcance,Socios,42.2894,1111,7,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_recorrentes_2308_bauru,Fds2,Youtube Ads,2023-08-13,Regular,Alcance,Socios,51.87910000000001,1164,9,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_recorrentes_2308_blumenau,Fds2,Youtube Ads,2023-08-10,Regular,Alcance,Socios,7.5379,283,0,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_recorrentes_2308_blumenau,Fds2,Youtube Ads,2023-08-11,Regular,Alcance,Socios,30.2605,744,2,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_recorrentes_2308_blumenau,Fds2,Youtube Ads,2023-08-12,Regular,Alcance,Socios,42.4808,919,6,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_recorrentes_2308_blumenau,Fds2,Youtube Ads,2023-08-13,Regular,Alcance,Socios,41.8746,966,5,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_recorrentes_2308_brasilia,Fds2,Youtube Ads,2023-08-10,Regular,Alcance,Socios,41.0437,1344,2,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_recorrentes_2308_brasilia,Fds2,Youtube Ads,2023-08-11,Regular,Alcance,Socios,171.9273,3547,13,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_recorrentes_2308_brasilia,Fds2,Youtube Ads,2023-08-12,Regular,Alcance,Socios,170.9099,3706,17,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_recorrentes_2308_brasilia,Fds2,Youtube Ads,2023-08-13,Regular,Alcance,Socios,168.8824,3783,11,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_recorrentes_2308_campinas,Fds2,Youtube Ads,2023-08-10,Regular,Alcance,Socios,10.5904,376,1,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_recorrentes_2308_campinas,Fds2,Youtube Ads,2023-08-11,Regular,Alcance,Socios,55.804,1145,1,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_recorrentes_2308_campinas,Fds2,Youtube Ads,2023-08-12,Regular,Alcance,Socios,64.06880000000001,1418,8,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_recorrentes_2308_campinas,Fds2,Youtube Ads,2023-08-13,Regular,Alcance,Socios,73.5363,1501,11,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_recorrentes_2308_campo-grande,Fds2,Youtube Ads,2023-08-10,Regular,Alcance,Socios,18.7519,650,8,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
Marcasfilial_filial_regular_fds2_socios_alcance_recorrentes_2308_campo-grande,Fds2,Youtube Ads,2023-08-11,Regular,Alcance,Socios,98.3565,2039,15,veiculo nao planejado para a campanha,False,False,Fds2 | Youtube Ads
