id_realizado,campanha,veiculo,data,investimento,impressoes,cliques,id_bloco,no_pacing
9309,Fds3,Youtube Ads,2023-04-13,38.6742,4261,21,,False
9310,Fds3,Youtube Ads,2023-04-14,37.0988,3161,20,,False
9311,Fds3,Youtube Ads,2023-04-15,37.0386,3390,18,,False
9312,Fds3,Youtube Ads,2023-04-16,37.0034,3421,18,,False
9313,Fds3,Youtube Ads,2023-04-13,49.0118,5719,38,,False
9314,Fds3,Youtube Ads,2023-04-14,48.9618,3942,32,,False
9315,Fds3,Youtube Ads,2023-04-15,49.242,4823,34,,False
9316,Fds3,Youtube Ads,2023-04-16,48.6207,4832,30,,False
9317,Fds3,Youtube Ads,2023-04-13,147.3259,12768,53,,False
9318,Fds3,Youtube Ads,2023-04-14,143.9849,14722,83,,False
9319,Fds3,Youtube Ads,2023-04-15,144.0883,13029,75,,False
9320,Fds3,Youtube Ads,2023-04-16,143.864,12491,74,,False
9321,Fds3,Youtube Ads,2023-04-13,188.8776,18248,126,,False
9322,Fds3,Youtube Ads,2023-04-14,189.9846,16797,101,,False
9323,Fds3,Youtube Ads,2023-04-15,190.3484,18954,115,,False
9324,Fds3,Youtube Ads,2023-04-16,190.0135,17785,109,,False
9325,Fds3,Youtube Ads,2023-04-13,78.7482,7524,59,,False
9326,Fds3,Youtube Ads,2023-04-14,79.2338,6497,47,,False
9327,Fds3,Youtube Ads,2023-04-15,79.2293,10351,83,,False
9328,Fds3,Youtube Ads,2023-04-16,79.0976,11012,83,,False
9329,Fds3,Youtube Ads,2023-04-13,60.3852,6883,45,,False
9330,Fds3,Youtube Ads,2023-04-14,62.1881,8195,48,,False
9331,Fds3,Youtube Ads,2023-04-15,62.179,9872,55,,False
9332,Fds3,Youtube Ads,2023-04-16,61.8282,9865,54,,False
9333,Fds3,Youtube Ads,2023-04-13,53.6876,5299,33,,False
9334,Fds3,Youtube Ads,2023-04-14,50.7222,5543,48,,False
9335,Fds3,Youtube Ads,2023-04-15,50.8605,7506,53,,False
9336,Fds3,Youtube Ads,2023-04-16,50.8699,6130,35,,False
9337,Fds3,Youtube Ads,2023-04-13,317.1896,25483,192,,False
9338,Fds3,Youtube Ads,2023-04-14,317.1857,27065,159,,False
9339,Fds3,Youtube Ads,2023-04-15,317.3649,29160,157,,False
9340,Fds3,Youtube Ads,2023-04-16,316.5884,26150,115,,False
9341,Fortaleza,Youtube Ads,2023-04-13,62.8047,5259,20,,False
9342,Fortaleza,Youtube Ads,2023-04-14,60.872,5935,54,,False
9343,Fortaleza,Youtube Ads,2023-04-15,60.7676,6845,40,,False
9344,Fortaleza,Youtube Ads,2023-04-16,60.3471,5847,24,,False
9345,Fds3,Youtube Ads,2023-04-13,59.5851,7325,47,,False
9346,Fds3,Youtube Ads,2023-04-14,59.3772,7358,31,,False
9347,Fds3,Youtube Ads,2023-04-15,59.5825,9981,44,,False
9348,Fds3,Youtube Ads,2023-04-16,59.5506,8185,41,,False
9349,Fds3,Youtube Ads,2023-04-13,53.5418,4985,23,,False
9350,Fds3,Youtube Ads,2023-04-14,51.2513,4928,35,,False
9351,Fds3,Youtube Ads,2023-04-15,51.306,6581,39,,False
9352,Fds3,Youtube Ads,2023-04-16,51.1691,6385,17,,False
9353,Maceio,Youtube Ads,2023-04-13,160.9037,13193,72,,False
9354,Maceio,Youtube Ads,2023-04-14,154.3669,15670,109,,False
9355,Maceio,Youtube Ads,2023-04-15,153.7481,21064,133,,False
9356,Maceio,Youtube Ads,2023-04-16,153.8683,23117,105,,False
9357,Fds3,Meta Ads,2023-04-13,3049.53,243049,1869,,False
9358,Fds3,Meta Ads,2023-04-14,5361.639999999999,478269,3120,,False
9359,Fds3,Meta Ads,2023-04-15,5507.789999999999,522406,2636,,False
9360,Fds3,Meta Ads,2023-04-16,5321.15,535777,2578,,False
9361,Fds3,Youtube Ads,2023-04-13,81.0408,8877,53,,False
9362,Fds3,Youtube Ads,2023-04-14,80.9073,6440,37,,False
9363,Fds3,Youtube Ads,2023-04-15,80.9952,6645,30,,False
9364,Fds3,Youtube Ads,2023-04-16,80.7139,7041,28,,False
9365,Fds3,Youtube Ads,2023-04-13,73.5195,7056,44,,False
9366,Fds3,Youtube Ads,2023-04-14,77.6669,6632,46,,False
9367,Fds3,Youtube Ads,2023-04-15,77.533,7320,52,,False
9368,Fds3,Youtube Ads,2023-04-16,77.4444,7403,38,,False
9369,Fds3,Youtube Ads,2023-04-13,34.4685,3544,26,,False
9370,Fds3,Youtube Ads,2023-04-14,33.0066,3231,25,,False
9371,Fds3,Youtube Ads,2023-04-15,33.2408,3342,20,,False
9372,Fds3,Youtube Ads,2023-04-16,33.2249,2438,16,,False
9373,Fds3,Youtube Ads,2023-04-13,37.4191,3751,22,,False
9374,Fds3,Youtube Ads,2023-04-14,35.4475,3328,21,,False
9375,Fds3,Youtube Ads,2023-04-15,35.4465,3713,20,,False
9376,Fds3,Youtube Ads,2023-04-16,35.2171,2802,16,,False
9377,Fds3,Youtube Ads,2023-04-13,85.4,9773,48,,False
9378,Fds3,Youtube Ads,2023-04-14,85.2971,7226,46,,False
9379,Fds3,Youtube Ads,2023-04-15,85.4147,7894,40,,False
9380,Fds3,Youtube Ads,2023-04-16,85.4071,7443,37,,False
9381,Fds3,Youtube Ads,2023-04-13,78.3818,6873,25,,False
9382,Fds3,Youtube Ads,2023-04-14,75.266,5817,49,,False
9383,Fds3,Youtube Ads,2023-04-15,75.3264,6757,40,,False
9384,Fds3,Youtube Ads,2023-04-16,75.3823,6160,30,,False
9385,Fds3,Youtube Ads,2023-04-13,120.7011,10226,56,,False
9386,Fds3,Youtube Ads,2023-04-14,117.9822,10328,89,,False
9387,Fds3,Youtube Ads,2023-04-15,117.8849,10638,56,,False
9388,Fds3,Youtube Ads,2023-04-16,117.4415,8491,43,,False
9389,Fds3,Youtube Ads,2023-04-13,114.1086,9305,59,,False
9390,Fds3,Youtube Ads,2023-04-14,111.4853,11710,87,,False
9391,Fds3,Youtube Ads,2023-04-15,110.998,12471,66,,False
9392,Fds3,Youtube Ads,2023-04-16,111.2572,13033,75,,False
9393,Fds3,Youtube Ads,2023-04-13,43.5506,4199,29,,False
9394,Fds3,Youtube Ads,2023-04-14,44.4051,3889,31,,False
9395,Fds3,Youtube Ads,2023-04-15,44.3134,4931,33,,False
9396,Fds3,Youtube Ads,2023-04-16,44.275,5106,24,,False
9397,Fds3,Youtube Ads,2023-04-13,128.5479,11376,99,,False
9398,Fds3,Youtube Ads,2023-04-14,127.9685,9533,70,,False
9399,Fds3,Youtube Ads,2023-04-15,128.2131,11322,59,,False
9400,Fds3,Youtube Ads,2023-04-16,128.0449,10540,50,,False
9401,Fds3,Youtube Ads,2023-04-13,1807.6125,110170,793,,False
9402,Fds3,Youtube Ads,2023-04-14,1833.537,145517,966,,False
9403,Fds3,Youtube Ads,2023-04-15,1846.2594,204290,1006,,False
9404,Fds3,Youtube Ads,2023-04-16,1842.1131,160565,741,,False
9405,Fds3,Youtube Ads,2023-04-13,53.9878,5719,42,,False
9406,Fds3,Youtube Ads,2023-04-14,53.7262,4706,36,,False
9407,Fds3,Youtube Ads,2023-04-15,54.2119,5776,25,,False
9408,Fds3,Youtube Ads,2023-04-16,53.725,6623,30,,False
9409,Fds3,Youtube Ads,2023-04-13,38.7684,5125,37,,False
9410,Fds3,Youtube Ads,2023-04-14,38.735,3515,24,,False
9411,Fds3,Youtube Ads,2023-04-15,38.6725,4618,34,,False
9412,Fds3,Youtube Ads,2023-04-16,38.7345,4817,36,,False
9413,Fds3,Youtube Ads,2023-04-13,61.0643,6850,34,,False
9414,Fds3,Youtube Ads,2023-04-14,58.5916,4665,44,,False
9415,Fds3,Youtube Ads,2023-04-15,58.7544,5343,34,,False
9416,Fds3,Youtube Ads,2023-04-16,58.8062,4621,26,,False
9417,Fds3,Youtube Ads,2023-05-18,183.9549,8279,48,,False
9418,Fds3,Youtube Ads,2023-05-19,182.3834,7724,47,,False
9419,Fds3,Youtube Ads,2023-05-20,182.7782,7136,34,,False
9420,Fds3,Youtube Ads,2023-05-21,182.1214,8729,46,,False
9421,Fds3,Youtube Ads,2023-05-18,202.8817,8355,60,,False
9422,Fds3,Youtube Ads,2023-05-19,203.3157,7575,45,,False
9423,Fds3,Youtube Ads,2023-05-20,203.7709,7944,55,,False
9424,Fds3,Youtube Ads,2023-05-21,202.9985,10209,56,,False
9425,Fds3,Youtube Ads,2023-05-19,47.997,4133,22,,False
9426,Fds3,Youtube Ads,2023-05-20,238.3914,10190,53,,False
9427,Fds3,Youtube Ads,2023-05-21,238.2032,9454,62,,False
9428,Fds3,Youtube Ads,2023-05-18,155.5524,6722,27,,False
9429,Fds3,Youtube Ads,2023-05-19,169.2617,6689,30,,False
9430,Fds3,Youtube Ads,2023-05-20,169.7089,7395,44,,False
9431,Fds3,Youtube Ads,2023-05-21,168.6671,8562,39,,False
9432,Fds3,Youtube Ads,2023-05-18,381.4006,14819,87,,False
9433,Fds3,Youtube Ads,2023-05-19,407.1986,13923,108,,False
9434,Fds3,Youtube Ads,2023-05-20,407.0311,15500,104,,False
9435,Fds3,Youtube Ads,2023-05-21,406.0519,20001,116,,False
9436,Fds3,Youtube Ads,2023-05-18,293.4514,10313,63,,False
9437,Fds3,Youtube Ads,2023-05-19,293.3362,11049,67,,False
9438,Fds3,Youtube Ads,2023-05-20,293.7219,11558,55,,False
9439,Fds3,Youtube Ads,2023-05-21,292.9908,13349,91,,False
9440,Fds3,Youtube Ads,2023-05-18,356.3828,10691,62,,False
9441,Fds3,Youtube Ads,2023-05-19,362.2465,13287,85,,False
9442,Fds3,Youtube Ads,2023-05-20,362.1513,13638,77,,False
9443,Fds3,Youtube Ads,2023-05-21,361.6329,17310,107,,False
9444,Fds3,Youtube Ads,2023-05-18,180.4294,9608,83,,False
9445,Fds3,Youtube Ads,2023-05-19,180.6567,7622,45,,False
9446,Fds3,Youtube Ads,2023-05-20,180.0985,9200,71,,False
9447,Fds3,Youtube Ads,2023-05-21,179.3223,11771,64,,False
9448,Fds3,Youtube Ads,2023-05-19,29.6349,2669,15,,False
9449,Fds3,Youtube Ads,2023-05-20,108.3398,5058,29,,False
9450,Fds3,Youtube Ads,2023-05-21,108.2498,4618,28,,False
9451,Fds3,Youtube Ads,2023-05-18,505.2122,16062,96,,False
9452,Fds3,Youtube Ads,2023-05-19,504.4938,16089,85,,False
9453,Fds3,Youtube Ads,2023-05-20,504.7441,18073,94,,False
9454,Fds3,Youtube Ads,2023-05-21,504.4221,22849,127,,False
9455,Fortaleza,Youtube Ads,2023-05-18,322.0208,12230,86,,False
9456,Fortaleza,Youtube Ads,2023-05-19,322.8118,11165,74,,False
9457,Fortaleza,Youtube Ads,2023-05-20,322.3501,13124,93,,False
9458,Fortaleza,Youtube Ads,2023-05-21,321.0695,15427,77,,False
9459,Fds3,Youtube Ads,2023-05-18,272.1028,7888,48,,False
9460,Fds3,Youtube Ads,2023-05-19,273.997,8721,55,,False
9461,Fds3,Youtube Ads,2023-05-20,272.2008,8763,67,,False
9462,Fds3,Youtube Ads,2023-05-21,270.6887,10011,63,,False
9463,Fds3,Youtube Ads,2023-05-18,194.9797,8774,44,,False
9464,Fds3,Youtube Ads,2023-05-19,194.1035,8689,33,,False
9465,Fds3,Youtube Ads,2023-05-20,194.401,9222,46,,False
9466,Fds3,Youtube Ads,2023-05-21,194.4139,10088,50,,False
9467,Maceio,Youtube Ads,2023-05-18,230.1228,10272,73,,False
9468,Maceio,Youtube Ads,2023-05-19,234.8608,9551,59,,False
9469,Maceio,Youtube Ads,2023-05-20,235.4077,10343,68,,False
9470,Maceio,Youtube Ads,2023-05-21,234.1163,9838,55,,False
9471,Fds3,Meta Ads,2023-05-18,5990.71,406781,2741,,False
9472,Fds3,Meta Ads,2023-05-19,8461.84,571102,3509,,False
9473,Fds3,Meta Ads,2023-05-20,10003.96,657732,3593,,False
9474,Fds3,Meta Ads,2023-05-21,9110.31,706346,3510,,False
9475,Fds3,Youtube Ads,2023-05-18,308.817,11884,75,,False
9476,Fds3,Youtube Ads,2023-05-19,316.6996,11786,56,,False
9477,Fds3,Youtube Ads,2023-05-20,317.2652,11063,73,,False
9478,Fds3,Youtube Ads,2023-05-21,316.0789,13921,63,,False
9479,Fds3,Youtube Ads,2023-05-18,148.3311,6360,41,,False
9480,Fds3,Youtube Ads,2023-05-19,147.5452,6596,37,,False
9481,Fds3,Youtube Ads,2023-05-20,149.9975,6488,43,,False
9482,Fds3,Youtube Ads,2023-05-21,149.8633,7561,44,,False
9483,Fds3,Youtube Ads,2023-05-18,140.9512,5108,26,,False
9484,Fds3,Youtube Ads,2023-05-19,141.1,4622,24,,False
9485,Fds3,Youtube Ads,2023-05-20,140.8895,4440,22,,False
9486,Fds3,Youtube Ads,2023-05-21,140.498,5682,24,,False
9487,Fds3,Youtube Ads,2023-05-18,125.9204,5817,40,,False
9488,Fds3,Youtube Ads,2023-05-19,126.2387,5164,39,,False
9489,Fds3,Youtube Ads,2023-05-20,125.8406,5001,34,,False
9490,Fds3,Youtube Ads,2023-05-21,125.2353,5895,42,,False
9491,Fds3,Youtube Ads,2023-05-18,310.2163,9937,83,,False
9492,Fds3,Youtube Ads,2023-05-19,309.4552,10170,64,,False
9493,Fds3,Youtube Ads,2023-05-20,309.758,9556,55,,False
9494,Fds3,Youtube Ads,2023-05-21,308.0198,11328,63,,False
9495,Fds3,Youtube Ads,2023-05-18,200.0972,8146,46,,False
9496,Fds3,Youtube Ads,2023-05-19,200.2713,6894,31,,False
9497,Fds3,Youtube Ads,2023-05-20,197.6096,6503,29,,False
9498,Fds3,Youtube Ads,2023-05-21,201.1549,8480,50,,False
9499,Fds3,Youtube Ads,2023-05-18,614.9133,21907,132,,False
9500,Fds3,Youtube Ads,2023-05-19,627.3255,24235,156,,False
9501,Fds3,Youtube Ads,2023-05-20,627.5099,25418,165,,False
9502,Fds3,Youtube Ads,2023-05-21,625.7951,30870,191,,False
9503,Fds3,Youtube Ads,2023-05-18,387.2372,13919,106,,False
9504,Fds3,Youtube Ads,2023-05-19,394.5085,16029,126,,False
9505,Fds3,Youtube Ads,2023-05-20,393.1606,15173,102,,False
9506,Fds3,Youtube Ads,2023-05-21,394.3492,15989,94,,False
9507,Fds3,Youtube Ads,2023-05-18,179.4123,6644,54,,False
9508,Fds3,Youtube Ads,2023-05-19,177.6008,6588,27,,False
9509,Fds3,Youtube Ads,2023-05-20,177.698,7089,46,,False
9510,Fds3,Youtube Ads,2023-05-21,177.5274,7790,49,,False
9511,Fds3,Youtube Ads,2023-05-18,236.3011,9882,38,,False
9512,Fds3,Youtube Ads,2023-05-19,236.574,8972,63,,False
9513,Fds3,Youtube Ads,2023-05-20,236.0673,8653,70,,False
9514,Fds3,Youtube Ads,2023-05-21,236.0294,10032,51,,False
9515,Fds3,Youtube Ads,2023-05-18,3139.1556,79508,451,,False
9516,Fds3,Youtube Ads,2023-05-19,3229.3212,97676,526,,False
9517,Fds3,Youtube Ads,2023-05-20,3233.6803,102809,566,,False
9518,Fds3,Youtube Ads,2023-05-21,3228.165,121540,696,,False
9519,Fds3,Youtube Ads,2023-05-18,145.6258,6071,28,,False
9520,Fds3,Youtube Ads,2023-05-19,145.28,5478,32,,False
9521,Fds3,Youtube Ads,2023-05-20,145.5479,5377,33,,False
9522,Fds3,Youtube Ads,2023-05-21,145.144,6762,40,,False
9523,Fds3,Youtube Ads,2023-05-18,74.0017,6544,37,,False
9524,Fds3,Youtube Ads,2023-05-19,74.2037,4278,27,,False
9525,Fds3,Youtube Ads,2023-05-20,73.2007,4647,28,,False
9526,Fds3,Youtube Ads,2023-05-21,74.6545,6675,37,,False
9527,Fds3,Youtube Ads,2023-05-18,317.8192,9013,66,,False
9528,Fds3,Youtube Ads,2023-05-19,331.6133,9840,56,,False
9529,Fds3,Youtube Ads,2023-05-20,325.2118,8634,69,,False
9530,Fds3,Youtube Ads,2023-05-21,337.4723,11143,74,,False
9531,Fds3,Youtube Ads,2023-06-15,144.0273,8143,39,,False
9532,Fds3,Youtube Ads,2023-06-16,142.0806,4881,27,,False
9533,Fds3,Youtube Ads,2023-06-17,145.0378,5903,39,,False
9534,Fds3,Youtube Ads,2023-06-18,143.4618,6381,41,,False
9535,Fds3,Youtube Ads,2023-06-15,132.1302,6746,34,,False
9536,Fds3,Youtube Ads,2023-06-16,169.2423,7035,42,,False
9537,Fds3,Youtube Ads,2023-06-17,169.2334,7334,49,,False
9538,Fds3,Youtube Ads,2023-06-18,168.15,7804,52,,False
9539,Fds3,Youtube Ads,2023-06-15,98.5527,5568,35,,False
9540,Fds3,Youtube Ads,2023-06-16,103.6528,4014,30,,False
9541,Fds3,Youtube Ads,2023-06-17,105.0999,5126,28,,False
9542,Fds3,Youtube Ads,2023-06-18,104.9878,4909,46,,False
9543,Fds3,Youtube Ads,2023-06-15,128.9527,5720,32,,False
9544,Fds3,Youtube Ads,2023-06-16,129.9798,4535,18,,False
9545,Fds3,Youtube Ads,2023-06-17,130.6428,5192,35,,False
9546,Fds3,Youtube Ads,2023-06-18,130.5115,5488,37,,False
9547,Fds3,Youtube Ads,2023-06-15,314.5813,12594,68,,False
9548,Fds3,Youtube Ads,2023-06-16,314.384,10251,47,,False
9549,Fds3,Youtube Ads,2023-06-17,314.6862,11660,67,,False
9550,Fds3,Youtube Ads,2023-06-18,314.5759,14738,91,,False
9551,Fds3,Youtube Ads,2023-06-15,230.6691,8819,38,,False
9552,Fds3,Youtube Ads,2023-06-16,230.6139,7714,40,,False
9553,Fds3,Youtube Ads,2023-06-17,230.5475,7725,41,,False
9554,Fds3,Youtube Ads,2023-06-18,230.2498,8208,49,,False
9555,Fds3,Youtube Ads,2023-06-15,283.9329,12295,77,,False
9556,Fds3,Youtube Ads,2023-06-16,283.003,9078,41,,False
9557,Fds3,Youtube Ads,2023-06-17,283.215,10581,65,,False
9558,Fds3,Youtube Ads,2023-06-18,283.0951,10660,54,,False
9559,Fds3,Youtube Ads,2023-06-15,141.5852,7484,44,,False
9560,Fds3,Youtube Ads,2023-06-16,141.4667,6859,42,,False
9561,Fds3,Youtube Ads,2023-06-17,141.8031,6833,43,,False
9562,Fds3,Youtube Ads,2023-06-18,141.6473,7512,46,,False
9563,Fds3,Youtube Ads,2023-06-15,47.8571,2700,19,,False
9564,Fds3,Youtube Ads,2023-06-16,48.57,2084,8,,False
9565,Fds3,Youtube Ads,2023-06-17,48.6914,2266,14,,False
9566,Fds3,Youtube Ads,2023-06-18,48.376,2655,13,,False
9567,Fds3,Youtube Ads,2023-06-15,394.3505,13811,79,,False
9568,Fds3,Youtube Ads,2023-06-16,397.7439,13822,73,,False
9569,Fds3,Youtube Ads,2023-06-17,397.3061,15657,93,,False
9570,Fds3,Youtube Ads,2023-06-18,396.8583,16708,98,,False
9571,Fortaleza,Youtube Ads,2023-06-15,201.2765,8671,62,,False
9572,Fortaleza,Youtube Ads,2023-06-16,270.3754,10138,48,,False
9573,Fortaleza,Youtube Ads,2023-06-17,270.669,11003,55,,False
9574,Fortaleza,Youtube Ads,2023-06-18,269.2658,10824,54,,False
9575,Fds3,Youtube Ads,2023-06-15,171.0053,6305,51,,False
9576,Fds3,Youtube Ads,2023-06-16,227.8691,8928,47,,False
9577,Fds3,Youtube Ads,2023-06-17,227.7599,8473,38,,False
9578,Fds3,Youtube Ads,2023-06-18,227.7753,8847,53,,False
9579,Fds3,Youtube Ads,2023-06-15,122.9315,6747,47,,False
9580,Fds3,Youtube Ads,2023-06-16,162.8028,5768,23,,False
9581,Fds3,Youtube Ads,2023-06-17,162.7659,6851,29,,False
9582,Fds3,Youtube Ads,2023-06-18,158.9667,6923,39,,False
9583,Maceio,Youtube Ads,2023-06-15,183.8414,8289,46,,False
9584,Maceio,Youtube Ads,2023-06-16,184.3262,7015,39,,False
9585,Maceio,Youtube Ads,2023-06-17,183.5186,6640,34,,False
9586,Maceio,Youtube Ads,2023-06-18,182.3748,7666,45,,False
9587,Fds3,Meta Ads,2023-06-15,6341.81,450032,3685,,False
9588,Fds3,Meta Ads,2023-06-16,6789.4400000000005,470348,2893,,False
9589,Fds3,Meta Ads,2023-06-17,6971.989999999999,497110,2961,,False
9590,Fds3,Meta Ads,2023-06-18,6646.330000000002,501191,2818,,False
9591,Fds3,Youtube Ads,2023-06-15,176.7716,8589,45,,False
9592,Fds3,Youtube Ads,2023-06-16,271.4192,9058,53,,False
9593,Fds3,Youtube Ads,2023-06-17,271.5657,9863,68,,False
9594,Fds3,Youtube Ads,2023-06-18,269.5383,10261,54,,False
9595,Fds3,Youtube Ads,2023-06-15,117.5925,6569,39,,False
9596,Fds3,Youtube Ads,2023-06-16,117.4912,4504,26,,False
9597,Fds3,Youtube Ads,2023-06-17,116.9432,5218,30,,False
9598,Fds3,Youtube Ads,2023-06-18,116.4857,5545,18,,False
9599,Fds3,Youtube Ads,2023-06-15,101.3316,4123,14,,False
9600,Fds3,Youtube Ads,2023-06-16,112.9363,3304,16,,False
9601,Fds3,Youtube Ads,2023-06-17,114.6235,3476,17,,False
9602,Fds3,Youtube Ads,2023-06-18,113.7785,3173,17,,False
9603,Fds3,Youtube Ads,2023-06-15,97.7139,4856,36,,False
9604,Fds3,Youtube Ads,2023-06-16,98.4385,4109,24,,False
9605,Fds3,Youtube Ads,2023-06-17,99.4865,3718,20,,False
9606,Fds3,Youtube Ads,2023-06-18,99.1618,4651,34,,False
9607,Fds3,Youtube Ads,2023-06-15,224.131,7787,57,,False
9608,Fds3,Youtube Ads,2023-06-16,250.3756,7312,34,,False
9609,Fds3,Youtube Ads,2023-06-17,250.3702,8363,72,,False
9610,Fds3,Youtube Ads,2023-06-18,247.5504,9774,44,,False
9611,Fds3,Youtube Ads,2023-06-15,116.3489,5383,33,,False
9612,Fds3,Youtube Ads,2023-06-16,171.6924,5415,26,,False
9613,Fds3,Youtube Ads,2023-06-17,170.6047,6006,34,,False
9614,Fds3,Youtube Ads,2023-06-18,169.5352,5583,29,,False
9615,Fds3,Youtube Ads,2023-06-15,487.5567,17662,137,,False
9616,Fds3,Youtube Ads,2023-06-16,491.8348,19297,83,,False
9617,Fds3,Youtube Ads,2023-06-17,491.0516,22328,108,,False
9618,Fds3,Youtube Ads,2023-06-18,491.0123,24684,121,,False
9619,Fds3,Youtube Ads,2023-06-15,308.3241,10331,72,,False
9620,Fds3,Youtube Ads,2023-06-16,308.6315,9526,63,,False
9621,Fds3,Youtube Ads,2023-06-17,308.1094,10209,60,,False
9622,Fds3,Youtube Ads,2023-06-18,308.9427,11269,83,,False
9623,Fds3,Youtube Ads,2023-06-15,120.495,6498,42,,False
9624,Fds3,Youtube Ads,2023-06-16,146.8916,6509,30,,False
9625,Fds3,Youtube Ads,2023-06-17,146.7691,6802,39,,False
9626,Fds3,Youtube Ads,2023-06-18,146.6971,6695,42,,False
9627,Fds3,Youtube Ads,2023-06-15,165.7748,8421,40,,False
9628,Fds3,Youtube Ads,2023-06-16,193.4353,9293,68,,False
9629,Fds3,Youtube Ads,2023-06-17,192.3258,9414,49,,False
9630,Fds3,Youtube Ads,2023-06-18,191.5569,9125,44,,False
9631,Fds3,Youtube Ads,2023-06-15,2477.8887,68823,438,,False
9632,Fds3,Youtube Ads,2023-06-16,2530.8772,72224,374,,False
9633,Fds3,Youtube Ads,2023-06-17,2538.6652,90170,482,,False
9634,Fds3,Youtube Ads,2023-06-18,2537.3713,92792,527,,False
9635,Fds3,Youtube Ads,2023-06-15,114.407,5850,37,,False
9636,Fds3,Youtube Ads,2023-06-16,114.0612,3729,20,,False
9637,Fds3,Youtube Ads,2023-06-17,114.9416,3694,21,,False
9638,Fds3,Youtube Ads,2023-06-18,113.3844,3764,24,,False
9639,Fds3,Youtube Ads,2023-06-15,57.7076,4346,16,,False
9640,Fds3,Youtube Ads,2023-06-16,58.1238,3191,19,,False
9641,Fds3,Youtube Ads,2023-06-17,58.5998,3188,24,,False
9642,Fds3,Youtube Ads,2023-06-18,58.2226,3447,19,,False
9643,Fds3,Youtube Ads,2023-06-15,100.7949,6094,32,,False
9644,Fds3,Youtube Ads,2023-06-16,310.7222,10698,64,,False
9645,Fds3,Youtube Ads,2023-06-17,307.8478,11344,83,,False
9646,Fds3,Youtube Ads,2023-06-18,309.7008,11334,63,,False
9647,Fds3,Meta Ads,2023-08-18,4532.2,236849,984,,False
9648,Fds3,Meta Ads,2023-08-19,17867.06,863658,7444,,False
9649,Fds3,Meta Ads,2023-08-20,17600.309999999998,960391,6142,,False
9650,Fds3,Meta Ads,2023-02-16,1651.3100000000002,126731,780,,False
9651,Fds3,Meta Ads,2023-02-17,1889.26,164428,723,,False
9652,Fds3,Meta Ads,2023-02-18,1736.59,147415,575,,False
9653,Fds3,Meta Ads,2023-02-19,2153.84,191077,790,,False
9654,Fds3,Meta Ads,2023-02-20,1734.8000000000002,155208,553,,False
9655,Fds3,Meta Ads,2023-02-21,1953.0,149964,438,,False
9656,Fds3,Meta Ads,2023-02-16,3349.5,208726,1504,,False
9657,Fds3,Meta Ads,2023-02-17,3664.34,287571,1384,,False
9658,Fds3,Meta Ads,2023-02-18,3556.57,245396,1019,,False
9659,Fds3,Meta Ads,2023-02-19,4308.57,373285,1613,,False
9660,Fds3,Meta Ads,2023-02-20,3335.84,268346,943,,False
9661,Fds3,Meta Ads,2023-02-21,4022.78,196032,630,,False
9662,Fds3,Meta Ads,2023-02-16,1671.34,121609,749,,False
9663,Fds3,Meta Ads,2023-02-17,1879.84,161565,711,,False
9664,Fds3,Meta Ads,2023-02-18,1776.59,148405,525,,False
9665,Fds3,Meta Ads,2023-02-19,2106.5,171610,673,,False
9666,Fds3,Meta Ads,2023-02-20,1738.55,153007,524,,False
9667,Fds3,Meta Ads,2023-02-21,1945.98,151941,392,,False
9668,Fds3,Youtube Ads,2023-07-13,36.2359,6013,25,,False
9669,Fds3,Youtube Ads,2023-07-14,71.3379,6798,37,,False
9670,Fds3,Youtube Ads,2023-07-15,71.3843,5492,33,,False
9671,Fds3,Youtube Ads,2023-07-16,70.8756,5929,27,,False
9672,Fds3,Youtube Ads,2023-07-13,57.1381,11454,55,,False
9673,Fds3,Youtube Ads,2023-07-14,111.9638,10096,70,,False
9674,Fds3,Youtube Ads,2023-07-15,112.0741,6561,80,,False
9675,Fds3,Youtube Ads,2023-07-16,4.3717,230,1,,False
9676,Fds3,Youtube Ads,2023-07-14,85.2901,6851,39,,False
9677,Fds3,Youtube Ads,2023-07-15,87.5575,5862,84,,False
9678,Fds3,Youtube Ads,2023-07-16,86.963,10340,172,,False
9679,Fds3,Youtube Ads,2023-07-13,40.248,9667,38,,False
9680,Fds3,Youtube Ads,2023-07-14,81.8293,8292,67,,False
9681,Fds3,Youtube Ads,2023-07-15,81.7646,8042,38,,False
9682,Fds3,Youtube Ads,2023-07-16,81.3811,9325,41,,False
9683,Fds3,Youtube Ads,2023-07-13,135.2529,32461,73,,False
9684,Fds3,Youtube Ads,2023-07-14,262.0823,21854,122,,False
9685,Fds3,Youtube Ads,2023-07-15,259.8434,16081,129,,False
9686,Fds3,Youtube Ads,2023-07-16,258.9377,25679,95,,False
9687,Fds3,Youtube Ads,2023-07-13,108.743,23104,75,,False
9688,Fds3,Youtube Ads,2023-07-14,213.6584,23444,167,,False
9689,Fds3,Youtube Ads,2023-07-15,213.7099,22264,164,,False
9690,Fds3,Youtube Ads,2023-07-16,211.9825,25354,156,,False
9691,Fds3,Youtube Ads,2023-07-13,102.6161,21181,173,,False
9692,Fds3,Youtube Ads,2023-07-14,197.3321,18720,117,,False
9693,Fds3,Youtube Ads,2023-07-15,196.9495,16187,100,,False
9694,Fds3,Youtube Ads,2023-07-16,6.6582,450,9,,False
9695,Fds3,Youtube Ads,2023-07-13,41.434,10550,36,,False
