entrega_id,campaign_name,Campanha,Veiculo,campanha_veiculo,Modalidade,Objetivo,Publico,data,investimento_realizado,impressoes_realizadas,cliques_realizados,dentro_do_plano,motivo_fora
5606,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_espirito-santo,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-04,32.8725,1129,4,False,veiculo fora do plano da campanha
5607,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_espirito-santo,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-05,32.8861,1170,6,False,veiculo fora do plano da campanha
5608,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_goias,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-01,12.4542,372,2,False,veiculo fora do plano da campanha
5609,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_goias,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-02,35.3111,960,6,False,veiculo fora do plano da campanha
5610,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_goias,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-03,35.0248,1123,7,False,veiculo fora do plano da campanha
5611,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_goias,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-04,35.5598,1005,6,False,veiculo fora do plano da campanha
5612,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_goias,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-05,35.2276,923,6,False,veiculo fora do plano da campanha
5613,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_mato-grosso-do-sul,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-01,25.1841,802,3,False,veiculo fora do plano da campanha
5614,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_mato-grosso-do-sul,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-02,63.6752,1644,16,False,veiculo fora do plano da campanha
5615,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_mato-grosso-do-sul,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-03,64.1894,1842,9,False,veiculo fora do plano da campanha
5616,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_mato-grosso-do-sul,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-04,61.3754,1885,10,False,veiculo fora do plano da campanha
5617,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_mato-grosso-do-sul,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-05,63.4478,1847,10,False,veiculo fora do plano da campanha
5618,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_minas-gerais,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-01,12.9871,371,1,False,veiculo fora do plano da campanha
5619,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_minas-gerais,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-02,12.794999999999998,492,4,False,veiculo fora do plano da campanha
5620,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_minas-gerais,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-03,12.9964,572,3,False,veiculo fora do plano da campanha
5621,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_minas-gerais,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-04,12.9449,605,6,False,veiculo fora do plano da campanha
5622,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_minas-gerais,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-05,12.834599999999998,677,8,False,veiculo fora do plano da campanha
5623,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_parana,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-01,38.948,1152,5,False,veiculo fora do plano da campanha
5624,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_parana,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-02,102.5594,2644,17,False,veiculo fora do plano da campanha
5625,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_parana,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-03,104.7484,3284,10,False,veiculo fora do plano da campanha
5626,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_parana,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-04,104.5003,2792,18,False,veiculo fora do plano da campanha
5627,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_parana,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-05,102.9899,2923,18,False,veiculo fora do plano da campanha
5628,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_pernambuco,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-01,16.9852,517,1,False,veiculo fora do plano da campanha
5629,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_pernambuco,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-02,27.2227,805,5,False,veiculo fora do plano da campanha
5630,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_pernambuco,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-03,26.6931,902,3,False,veiculo fora do plano da campanha
5631,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_pernambuco,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-04,27.6349,908,3,False,veiculo fora do plano da campanha
5632,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_pernambuco,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-05,27.9776,917,7,False,veiculo fora do plano da campanha
5633,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_piaui,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-01,26.4316,1794,5,False,veiculo fora do plano da campanha
5634,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_piaui,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-02,26.3029,2059,3,False,veiculo fora do plano da campanha
5635,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_piaui,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-03,26.3238,1953,4,False,veiculo fora do plano da campanha
5636,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_piaui,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-04,26.4938,2052,2,False,veiculo fora do plano da campanha
5637,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_piaui,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-05,26.5261,2043,0,False,veiculo fora do plano da campanha
5638,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_rio-de-janeiro,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-01,22.997,766,2,False,veiculo fora do plano da campanha
5639,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_rio-de-janeiro,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-02,73.4442,1859,7,False,veiculo fora do plano da campanha
5640,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_rio-de-janeiro,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-03,75.5514,2012,11,False,veiculo fora do plano da campanha
5641,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_rio-de-janeiro,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-04,75.546,1933,14,False,veiculo fora do plano da campanha
5642,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_rio-de-janeiro,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-05,74.6224,2163,16,False,veiculo fora do plano da campanha
5643,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_rio-grande-do-norte,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-01,19.4825,716,1,False,veiculo fora do plano da campanha
5644,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_rio-grande-do-norte,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-02,40.9987,1341,7,False,veiculo fora do plano da campanha
5645,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_rio-grande-do-norte,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-03,40.884,1288,5,False,veiculo fora do plano da campanha
5646,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_rio-grande-do-norte,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-04,40.9757,1282,6,False,veiculo fora do plano da campanha
5647,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_rio-grande-do-norte,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-05,41.0135,1238,10,False,veiculo fora do plano da campanha
5648,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_rio-grande-do-sul,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-01,18.8655,579,2,False,veiculo fora do plano da campanha
5649,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_rio-grande-do-sul,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-02,55.5568,1536,12,False,veiculo fora do plano da campanha
5650,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_rio-grande-do-sul,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-03,56.740300000000005,1716,16,False,veiculo fora do plano da campanha
5651,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_rio-grande-do-sul,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-04,56.3578,1538,10,False,veiculo fora do plano da campanha
5652,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_rio-grande-do-sul,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-05,56.9116,1441,7,False,veiculo fora do plano da campanha
5653,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_santa-catarina,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-01,56.6991,4297,6,False,veiculo fora do plano da campanha
5654,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_santa-catarina,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-02,56.5393,4189,2,False,veiculo fora do plano da campanha
5655,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_santa-catarina,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-03,56.634,4152,4,False,veiculo fora do plano da campanha
5656,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_santa-catarina,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-04,56.7015,4253,6,False,veiculo fora do plano da campanha
5657,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_santa-catarina,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-05,56.5215,4267,4,False,veiculo fora do plano da campanha
5658,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_sao-paulo-capital,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-01,458.3672,12750,78,False,veiculo fora do plano da campanha
5659,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_sao-paulo-capital,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-02,459.2523,13968,77,False,veiculo fora do plano da campanha
5660,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_sao-paulo-capital,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-03,458.6093,13644,85,False,veiculo fora do plano da campanha
5661,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_sao-paulo-capital,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-04,458.2906,12510,78,False,veiculo fora do plano da campanha
5662,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_sao-paulo-capital,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-05,456.8251,12834,71,False,veiculo fora do plano da campanha
5663,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_sao-paulo-interior,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-01,340.4346,24609,19,False,veiculo fora do plano da campanha
5664,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_sao-paulo-interior,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-02,340.0409,27463,14,False,veiculo fora do plano da campanha
5665,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_sao-paulo-interior,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-03,340.3174,27838,19,False,veiculo fora do plano da campanha
5666,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_sao-paulo-interior,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-04,339.8754,26142,21,False,veiculo fora do plano da campanha
5667,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_sao-paulo-interior,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-05,340.2137,25258,20,False,veiculo fora do plano da campanha
5668,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_sergipe,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-01,27.6968,895,1,False,veiculo fora do plano da campanha
5669,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_sergipe,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-02,41.1781,1493,5,False,veiculo fora do plano da campanha
5670,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_sergipe,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-03,41.3767,1353,2,False,veiculo fora do plano da campanha
5671,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_sergipe,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-04,41.5839,1299,7,False,veiculo fora do plano da campanha
5672,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2311_sergipe,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-05,41.8861,1369,10,False,veiculo fora do plano da campanha
5673,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2312_nacional,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-29,31.818400000000004,1723,10,False,veiculo fora do plano da campanha
5674,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2312_nacional,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-11-30,2681.7573,96919,601,False,veiculo fora do plano da campanha
5675,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2312_nacional,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-12-01,2003.5162,79249,535,False,veiculo fora do plano da campanha
5676,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2312_nacional,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-12-02,1587.8123,60773,426,False,veiculo fora do plano da campanha
5677,Marcasfilial_filial_regular_fds1_socios_alcance_recorrentes_2312_nacional,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Alcance,Socios,2023-12-03,1289.0997,49274,379,False,veiculo fora do plano da campanha
5678,Marcasfilial_filial_regular_fds1_socios_trafego_base_2302_02a05_co*ne,Fds1,Meta Ads,Fds1 | Meta Ads,Regular,Trafego,Socios,2023-02-02,2012.11,198094,939,False,data fora da janela
5679,Marcasfilial_filial_regular_fds1_socios_trafego_base_2302_02a05_co*ne,Fds1,Meta Ads,Fds1 | Meta Ads,Regular,Trafego,Socios,2023-02-03,2156.88,237507,971,False,data fora da janela
5680,Marcasfilial_filial_regular_fds1_socios_trafego_base_2302_02a05_co*ne,Fds1,Meta Ads,Fds1 | Meta Ads,Regular,Trafego,Socios,2023-02-04,2204.8899999999994,256308,950,False,data fora da janela
5681,Marcasfilial_filial_regular_fds1_socios_trafego_base_2302_02a05_co*ne,Fds1,Meta Ads,Fds1 | Meta Ads,Regular,Trafego,Socios,2023-02-05,2288.6199999999994,257984,998,False,data fora da janela
5682,Marcasfilial_filial_regular_fds1_socios_trafego_base_2302_02a05_sp,Fds1,Meta Ads,Fds1 | Meta Ads,Regular,Trafego,Socios,2023-02-02,4029.9,354003,2010,False,data fora da janela
5683,Marcasfilial_filial_regular_fds1_socios_trafego_base_2302_02a05_sp,Fds1,Meta Ads,Fds1 | Meta Ads,Regular,Trafego,Socios,2023-02-03,4364.4,463327,2133,False,data fora da janela
5684,Marcasfilial_filial_regular_fds1_socios_trafego_base_2302_02a05_sp,Fds1,Meta Ads,Fds1 | Meta Ads,Regular,Trafego,Socios,2023-02-04,4355.25,486653,1969,False,data fora da janela
5685,Marcasfilial_filial_regular_fds1_socios_trafego_base_2302_02a05_sp,Fds1,Meta Ads,Fds1 | Meta Ads,Regular,Trafego,Socios,2023-02-05,4575.45,500414,2182,False,data fora da janela
5686,Marcasfilial_filial_regular_fds1_socios_trafego_base_2302_02a05_sul*sudeste,Fds1,Meta Ads,Fds1 | Meta Ads,Regular,Trafego,Socios,2023-02-02,2040.55,181359,964,False,data fora da janela
5687,Marcasfilial_filial_regular_fds1_socios_trafego_base_2302_02a05_sul*sudeste,Fds1,Meta Ads,Fds1 | Meta Ads,Regular,Trafego,Socios,2023-02-03,2198.8900000000003,234680,962,False,data fora da janela
5688,Marcasfilial_filial_regular_fds1_socios_trafego_base_2302_02a05_sul*sudeste,Fds1,Meta Ads,Fds1 | Meta Ads,Regular,Trafego,Socios,2023-02-04,2176.26,244283,942,False,data fora da janela
5689,Marcasfilial_filial_regular_fds1_socios_trafego_base_2302_02a05_sul*sudeste,Fds1,Meta Ads,Fds1 | Meta Ads,Regular,Trafego,Socios,2023-02-05,2246.8,248072,1017,False,data fora da janela
5690,Marcasfilial_filial_regular_fds1_socios_trafego_base_2304_30-03a02-04_americana,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Trafego,Socios,2023-03-30,50.5597,8812,60,False,veiculo fora do plano da campanha
5691,Marcasfilial_filial_regular_fds1_socios_trafego_base_2304_30-03a02-04_americana,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Trafego,Socios,2023-03-31,50.5694,3877,29,False,veiculo fora do plano da campanha
5692,Marcasfilial_filial_regular_fds1_socios_trafego_base_2304_30-03a02-04_americana,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Trafego,Socios,2023-04-01,50.2033,5023,24,False,veiculo fora do plano da campanha
5693,Marcasfilial_filial_regular_fds1_socios_trafego_base_2304_30-03a02-04_americana,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Trafego,Socios,2023-04-02,50.2443,5892,29,False,veiculo fora do plano da campanha
5694,Marcasfilial_filial_regular_fds1_socios_trafego_base_2304_30-03a02-04_aracaju,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Trafego,Socios,2023-03-30,56.2166,10743,73,False,veiculo fora do plano da campanha
5695,Marcasfilial_filial_regular_fds1_socios_trafego_base_2304_30-03a02-04_aracaju,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Trafego,Socios,2023-03-31,56.2122,4443,39,False,veiculo fora do plano da campanha
5696,Marcasfilial_filial_regular_fds1_socios_trafego_base_2304_30-03a02-04_aracaju,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Trafego,Socios,2023-04-01,56.15,6276,51,False,veiculo fora do plano da campanha
5697,Marcasfilial_filial_regular_fds1_socios_trafego_base_2304_30-03a02-04_aracaju,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Trafego,Socios,2023-04-02,56.1261,6633,31,False,veiculo fora do plano da campanha
5698,Marcasfilial_filial_regular_fds1_socios_trafego_base_2304_30-03a02-04_bauru,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Trafego,Socios,2023-03-30,24.9975,5348,29,False,veiculo fora do plano da campanha
5699,Marcasfilial_filial_regular_fds1_socios_trafego_base_2304_30-03a02-04_bauru,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Trafego,Socios,2023-03-31,25.0486,2948,21,False,veiculo fora do plano da campanha
5700,Marcasfilial_filial_regular_fds1_socios_trafego_base_2304_30-03a02-04_bauru,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Trafego,Socios,2023-04-01,24.5507,4144,26,False,veiculo fora do plano da campanha
5701,Marcasfilial_filial_regular_fds1_socios_trafego_base_2304_30-03a02-04_bauru,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Trafego,Socios,2023-04-02,25.2497,3762,25,False,veiculo fora do plano da campanha
5702,Marcasfilial_filial_regular_fds1_socios_trafego_base_2304_30-03a02-04_blumenau,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Trafego,Socios,2023-03-30,33.2173,5758,31,False,veiculo fora do plano da campanha
5703,Marcasfilial_filial_regular_fds1_socios_trafego_base_2304_30-03a02-04_blumenau,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Trafego,Socios,2023-03-31,33.2011,2187,9,False,veiculo fora do plano da campanha
5704,Marcasfilial_filial_regular_fds1_socios_trafego_base_2304_30-03a02-04_blumenau,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Trafego,Socios,2023-04-01,33.2998,2986,13,False,veiculo fora do plano da campanha
5705,Marcasfilial_filial_regular_fds1_socios_trafego_base_2304_30-03a02-04_blumenau,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Trafego,Socios,2023-04-02,32.5724,4612,22,False,veiculo fora do plano da campanha
5706,Marcasfilial_filial_regular_fds1_socios_trafego_base_2304_30-03a02-04_brasilia,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Trafego,Socios,2023-03-30,106.9387,18489,110,False,veiculo fora do plano da campanha
5707,Marcasfilial_filial_regular_fds1_socios_trafego_base_2304_30-03a02-04_brasilia,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Trafego,Socios,2023-03-31,106.9091,5371,47,False,veiculo fora do plano da campanha
5708,Marcasfilial_filial_regular_fds1_socios_trafego_base_2304_30-03a02-04_brasilia,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Trafego,Socios,2023-04-01,106.6856,4850,31,False,veiculo fora do plano da campanha
5709,Marcasfilial_filial_regular_fds1_socios_trafego_base_2304_30-03a02-04_brasilia,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Trafego,Socios,2023-04-02,106.2168,6480,54,False,veiculo fora do plano da campanha
5710,Marcasfilial_filial_regular_fds1_socios_trafego_base_2304_30-03a02-04_campinas,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Trafego,Socios,2023-03-30,162.2378,35161,240,False,veiculo fora do plano da campanha
5711,Marcasfilial_filial_regular_fds1_socios_trafego_base_2304_30-03a02-04_campinas,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Trafego,Socios,2023-03-31,162.2222,20843,100,False,veiculo fora do plano da campanha
5712,Marcasfilial_filial_regular_fds1_socios_trafego_base_2304_30-03a02-04_campinas,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Trafego,Socios,2023-04-01,162.1262,26574,138,False,veiculo fora do plano da campanha
5713,Marcasfilial_filial_regular_fds1_socios_trafego_base_2304_30-03a02-04_campinas,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Trafego,Socios,2023-04-02,161.9554,31161,132,False,veiculo fora do plano da campanha
5714,Marcasfilial_filial_regular_fds1_socios_trafego_base_2304_30-03a02-04_campo*grande,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Trafego,Socios,2023-03-30,44.8946,8097,56,False,veiculo fora do plano da campanha
5715,Marcasfilial_filial_regular_fds1_socios_trafego_base_2304_30-03a02-04_campo*grande,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Trafego,Socios,2023-03-31,44.7527,3207,38,False,veiculo fora do plano da campanha
5716,Marcasfilial_filial_regular_fds1_socios_trafego_base_2304_30-03a02-04_campo*grande,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Trafego,Socios,2023-04-01,44.6585,2523,35,False,veiculo fora do plano da campanha
5717,Marcasfilial_filial_regular_fds1_socios_trafego_base_2304_30-03a02-04_campo*grande,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Trafego,Socios,2023-04-02,44.6222,6881,76,False,veiculo fora do plano da campanha
5718,Marcasfilial_filial_regular_fds1_socios_trafego_base_2304_30-03a02-04_caxias*do*sul,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Trafego,Socios,2023-03-30,44.6966,9099,60,False,veiculo fora do plano da campanha
5719,Marcasfilial_filial_regular_fds1_socios_trafego_base_2304_30-03a02-04_caxias*do*sul,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Trafego,Socios,2023-03-31,44.6424,3589,28,False,veiculo fora do plano da campanha
5720,Marcasfilial_filial_regular_fds1_socios_trafego_base_2304_30-03a02-04_caxias*do*sul,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Trafego,Socios,2023-04-01,44.5941,7859,38,False,veiculo fora do plano da campanha
5721,Marcasfilial_filial_regular_fds1_socios_trafego_base_2304_30-03a02-04_caxias*do*sul,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Trafego,Socios,2023-04-02,44.0789,5692,34,False,veiculo fora do plano da campanha
5722,Marcasfilial_filial_regular_fds1_socios_trafego_base_2304_30-03a02-04_contagem,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Trafego,Socios,2023-03-30,45.8414,8682,68,False,veiculo fora do plano da campanha
5723,Marcasfilial_filial_regular_fds1_socios_trafego_base_2304_30-03a02-04_contagem,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Trafego,Socios,2023-03-31,45.7493,4092,18,False,veiculo fora do plano da campanha
5724,Marcasfilial_filial_regular_fds1_socios_trafego_base_2304_30-03a02-04_contagem,Fds1,Youtube Ads,Fds1 | Youtube Ads,Regular,Trafego,Socios,2023-04-01,45.5632,3576,11,False,veiculo fora do plano da campanha
