Base,campaign_name,Campanha,Soma de Cliques,Data,Data de Inicio,Data de Termino,Soma de Dias_Veiculacao,Soma de Impressoes,Soma de Investimento,Modalidade,Objetivo,Publico,Veiculo,real_id
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2306_29a30_recife,Fds1,4,2023-06-29,,,,832,8.7293,Regular,Trafego,Socios,Youtube Ads,6191
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2306_29a30_recife,Fds1,19,2023-06-30,,,,4301,132.1883,Regular,Trafego,Socios,Youtube Ads,6192
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2306_29a30_ribeirao*preto,Fds1,8,2023-06-29,,,,697,7.412,Regular,Trafego,Socios,Youtube Ads,6193
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2306_29a30_ribeirao*preto,Fds1,21,2023-06-30,,,,4033,141.0049,Regular,Trafego,Socios,Youtube Ads,6194
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2306_29a30_rio*de*janeiro,Fds1,15,2023-06-29,,,,3056,58.0392,Regular,Trafego,Socios,Youtube Ads,6195
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2306_29a30_rio*de*janeiro,Fds1,45,2023-06-30,,,,9893,278.7243,Regular,Trafego,Socios,Youtube Ads,6196
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2306_29a30_salvador,Fds1,9,2023-06-29,,,,1755,21.7995,Regular,Trafego,Socios,Youtube Ads,6197
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2306_29a30_salvador,Fds1,50,2023-06-30,,,,8420,259.3344,Regular,Trafego,Socios,Youtube Ads,6198
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2306_29a30_sao*jose*do*rio*preto,Fds1,7,2023-06-29,,,,1223,18.6606,Regular,Trafego,Socios,Youtube Ads,6199
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2306_29a30_sao*jose*do*rio*preto,Fds1,22,2023-06-30,,,,4901,147.4802,Regular,Trafego,Socios,Youtube Ads,6200
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2306_29a30_sao*jose*dos*campos,Fds1,11,2023-06-29,,,,2426,63.9562,Regular,Trafego,Socios,Youtube Ads,6201
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2306_29a30_sao*jose*dos*campos,Fds1,29,2023-06-30,,,,6364,187.1631,Regular,Trafego,Socios,Youtube Ads,6202
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2306_29a30_sao*paulo,Fds1,46,2023-06-29,,,,9948,273.8013,Regular,Trafego,Socios,Youtube Ads,6203
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2306_29a30_sao*paulo,Fds1,230,2023-06-30,,,,52252,1965.2364,Regular,Trafego,Socios,Youtube Ads,6204
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2306_29a30_sorocaba,Fds1,7,2023-06-29,,,,1491,22.3325,Regular,Trafego,Socios,Youtube Ads,6205
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2306_29a30_sorocaba,Fds1,21,2023-06-30,,,,3786,99.3914,Regular,Trafego,Socios,Youtube Ads,6206
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2306_29a30_teresina,Fds1,5,2023-06-29,,,,1411,25.5696,Regular,Trafego,Socios,Youtube Ads,6207
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2306_29a30_teresina,Fds1,27,2023-06-30,,,,4560,132.5416,Regular,Trafego,Socios,Youtube Ads,6208
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2306_29a30_vitoria,Fds1,5,2023-06-29,,,,1032,11.8152,Regular,Trafego,Socios,Youtube Ads,6209
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2306_29a30_vitoria,Fds1,34,2023-06-30,,,,4977,178.4284,Regular,Trafego,Socios,Youtube Ads,6210
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_americana,Fds1,13,2023-07-01,,,,1950,40.7095,Regular,Trafego,Socios,Youtube Ads,6211
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_americana,Fds1,30,2023-07-02,,,,5239,142.3155,Regular,Trafego,Socios,Youtube Ads,6212
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_aracaju,Fds1,26,2023-07-01,,,,4519,150.3628,Regular,Trafego,Socios,Youtube Ads,6213
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_aracaju,Fds1,42,2023-07-02,,,,6042,155.2799,Regular,Trafego,Socios,Youtube Ads,6214
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_bauru,Fds1,13,2023-07-01,,,,2725,95.0317,Regular,Trafego,Socios,Youtube Ads,6215
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_bauru,Fds1,16,2023-07-02,,,,3591,97.3285,Regular,Trafego,Socios,Youtube Ads,6216
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_blumenau,Fds1,10,2023-07-01,,,,1537,33.0659,Regular,Trafego,Socios,Youtube Ads,6217
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_blumenau,Fds1,19,2023-07-02,,,,4697,157.624,Regular,Trafego,Socios,Youtube Ads,6218
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_brasilia,Fds1,59,2023-07-01,,,,9722,250.6519,Regular,Trafego,Socios,Youtube Ads,6219
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_brasilia,Fds1,54,2023-07-02,,,,10294,253.0352,Regular,Trafego,Socios,Youtube Ads,6220
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_campinas,Fds1,13,2023-07-01,,,,2757,68.3963,Regular,Trafego,Socios,Youtube Ads,6221
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_campinas,Fds1,51,2023-07-02,,,,7200,277.2812,Regular,Trafego,Socios,Youtube Ads,6222
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_campo*grande,Fds1,37,2023-07-01,,,,4706,86.8086,Regular,Trafego,Socios,Youtube Ads,6223
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_campo*grande,Fds1,68,2023-07-02,,,,12714,370.8142,Regular,Trafego,Socios,Youtube Ads,6224
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_caxias*do*sul,Fds1,22,2023-07-01,,,,2121,41.6176,Regular,Trafego,Socios,Youtube Ads,6225
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_caxias*do*sul,Fds1,31,2023-07-02,,,,5376,136.6512,Regular,Trafego,Socios,Youtube Ads,6226
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_contagem,Fds1,2,2023-07-01,,,,626,12.3513,Regular,Trafego,Socios,Youtube Ads,6227
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_contagem,Fds1,13,2023-07-02,,,,1884,58.8727,Regular,Trafego,Socios,Youtube Ads,6228
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_curitiba,Fds1,36,2023-07-01,,,,6133,162.0999,Regular,Trafego,Socios,Youtube Ads,6229
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_curitiba,Fds1,74,2023-07-02,,,,13667,459.4658,Regular,Trafego,Socios,Youtube Ads,6230
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_fortaleza,Fortaleza,11,2023-07-01,,,,2522,48.9538,Regular,Trafego,Socios,Youtube Ads,6231
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_fortaleza,Fortaleza,52,2023-07-02,,,,5676,148.8945,Regular,Trafego,Socios,Youtube Ads,6232
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_goiania,Fds1,18,2023-07-01,,,,1330,25.3643,Regular,Trafego,Socios,Youtube Ads,6233
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_goiania,Fds1,25,2023-07-02,,,,4704,179.0649,Regular,Trafego,Socios,Youtube Ads,6234
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_granja*viana,Fds1,1,2023-07-01,,,,92,0.461,Regular,Trafego,Socios,Youtube Ads,6235
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_granja*viana,Fds1,3,2023-07-02,,,,395,12.7165,Regular,Trafego,Socios,Youtube Ads,6236
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_joinville,Fds1,10,2023-07-01,,,,1969,31.0043,Regular,Trafego,Socios,Youtube Ads,6237
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_joinville,Fds1,32,2023-07-02,,,,6175,175.3793,Regular,Trafego,Socios,Youtube Ads,6238
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_maceio,Maceio,27,2023-07-01,,,,3747,109.2124,Regular,Trafego,Socios,Youtube Ads,6239
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_maceio,Maceio,36,2023-07-02,,,,6309,175.6242,Regular,Trafego,Socios,Youtube Ads,6240
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_natal,Fds1,16,2023-07-01,,,,1347,18.011,Regular,Trafego,Socios,Youtube Ads,6241
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_natal,Fds1,30,2023-07-02,,,,4534,144.9977,Regular,Trafego,Socios,Youtube Ads,6242
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_piracicaba,Fds1,14,2023-07-01,,,,2038,46.5784,Regular,Trafego,Socios,Youtube Ads,6243
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_piracicaba,Fds1,24,2023-07-02,,,,5389,172.2898,Regular,Trafego,Socios,Youtube Ads,6244
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_porto*alegre,Fds1,3,2023-07-01,,,,764,20.0645,Regular,Trafego,Socios,Youtube Ads,6245
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_porto*alegre,Fds1,13,2023-07-02,,,,2559,102.8706,Regular,Trafego,Socios,Youtube Ads,6246
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_presidente*prudente,Fds1,18,2023-07-01,,,,2087,46.2985,Regular,Trafego,Socios,Youtube Ads,6247
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_presidente*prudente,Fds1,18,2023-07-02,,,,4538,121.5005,Regular,Trafego,Socios,Youtube Ads,6248
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_recife,Fds1,13,2023-07-01,,,,2011,64.0265,Regular,Trafego,Socios,Youtube Ads,6249
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_recife,Fds1,27,2023-07-02,,,,4913,180.9432,Regular,Trafego,Socios,Youtube Ads,6250
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_ribeirao*preto,Fds1,7,2023-07-01,,,,1607,35.4624,Regular,Trafego,Socios,Youtube Ads,6251
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_ribeirao*preto,Fds1,17,2023-07-02,,,,4735,157.2266,Regular,Trafego,Socios,Youtube Ads,6252
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_rio*de*janeiro,Fds1,45,2023-07-01,,,,6866,211.7159,Regular,Trafego,Socios,Youtube Ads,6253
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_rio*de*janeiro,Fds1,57,2023-07-02,,,,10336,292.1601,Regular,Trafego,Socios,Youtube Ads,6254
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_salvador,Fds1,32,2023-07-01,,,,4086,96.2046,Regular,Trafego,Socios,Youtube Ads,6255
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_salvador,Fds1,63,2023-07-02,,,,9949,303.2258,Regular,Trafego,Socios,Youtube Ads,6256
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_sao*jose*do*rio*preto,Fds1,19,2023-07-01,,,,2496,66.7845,Regular,Trafego,Socios,Youtube Ads,6257
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_sao*jose*do*rio*preto,Fds1,24,2023-07-02,,,,5587,181.2767,Regular,Trafego,Socios,Youtube Ads,6258
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_sao*jose*dos*campos,Fds1,18,2023-07-01,,,,3646,111.3366,Regular,Trafego,Socios,Youtube Ads,6259
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_sao*jose*dos*campos,Fds1,46,2023-07-02,,,,8052,263.859,Regular,Trafego,Socios,Youtube Ads,6260
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_sao*paulo,Fds1,160,2023-07-01,,,,24548,696.4953,Regular,Trafego,Socios,Youtube Ads,6261
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_sao*paulo,Fds1,318,2023-07-02,,,,57064,1924.0421,Regular,Trafego,Socios,Youtube Ads,6262
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_sorocaba,Fds1,15,2023-07-01,,,,1962,40.7748,Regular,Trafego,Socios,Youtube Ads,6263
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_sorocaba,Fds1,24,2023-07-02,,,,4945,137.2453,Regular,Trafego,Socios,Youtube Ads,6264
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_teresina,Fds1,9,2023-07-01,,,,2461,59.7082,Regular,Trafego,Socios,Youtube Ads,6265
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_teresina,Fds1,37,2023-07-02,,,,5577,160.4283,Regular,Trafego,Socios,Youtube Ads,6266
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_vitoria,Fds1,16,2023-07-01,,,,2843,69.9761,Regular,Trafego,Socios,Youtube Ads,6267
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2307_01a02_vitoria,Fds1,25,2023-07-02,,,,6103,190.0726,Regular,Trafego,Socios,Youtube Ads,6268
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2308,Fds1,1112,2023-08-03,,,,121932,2193.1,Regular,Trafego,Socios,Meta Ads,6269
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2308,Fds1,1008,2023-08-04,,,,149126,2497.1800000000003,Regular,Trafego,Socios,Meta Ads,6270
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2308,Fds1,932,2023-08-05,,,,160170,2596.5299999999997,Regular,Trafego,Socios,Meta Ads,6271
Realizado,Marcasfilial_filial_regular_fds1_socios_trafego_recorrentes_2308,Fds1,945,2023-08-06,,,,174431,2721.19,Regular,Trafego,Socios,Meta Ads,6272
Realizado,Marcasfilial_filial_regular_fds1-out_socios_alcance_pouco-frequentes_2309,Fds1 Out,1071,2023-09-28,,,,457950,6976.61,Regular,Alcance,Socios,Meta Ads,6273
Realizado,Marcasfilial_filial_regular_fds1-out_socios_alcance_pouco-frequentes_2309,Fds1 Out,531,2023-09-29,,,,286736,4785.88,Regular,Alcance,Socios,Meta Ads,6274
Realizado,Marcasfilial_filial_regular_fds1-out_socios_alcance_pouco-frequentes_2309_alagoas,Fds1 Out,9,2023-09-28,,,,1440,49.112,Regular,Alcance,Socios,Youtube Ads,6275
Realizado,Marcasfilial_filial_regular_fds1-out_socios_alcance_pouco-frequentes_2309_alagoas,Fds1 Out,9,2023-09-29,,,,1592,64.1296,Regular,Alcance,Socios,Youtube Ads,6276
Realizado,Marcasfilial_filial_regular_fds1-out_socios_alcance_pouco-frequentes_2309_alagoas,Fds1 Out,15,2023-09-30,,,,2629,133.5333,Regular,Alcance,Socios,Youtube Ads,6277
Realizado,Marcasfilial_filial_regular_fds1-out_socios_alcance_pouco-frequentes_2309_bahia,Fds1 Out,66,2023-09-28,,,,11213,394.6179,Regular,Alcance,Socios,Youtube Ads,6278
Realizado,Marcasfilial_filial_regular_fds1-out_socios_alcance_pouco-frequentes_2309_bahia,Fds1 Out,101,2023-09-29,,,,13736,451.3161,Regular,Alcance,Socios,Youtube Ads,6279
Realizado,Marcasfilial_filial_regular_fds1-out_socios_alcance_pouco-frequentes_2309_bahia,Fds1 Out,85,2023-09-30,,,,12413,449.5349,Regular,Alcance,Socios,Youtube Ads,6280
Realizado,Marcasfilial_filial_regular_fds1-out_socios_alcance_pouco-frequentes_2309_ceara,Fds1 Out,10,2023-09-28,,,,1689,56.5264,Regular,Alcance,Socios,Youtube Ads,6281
Realizado,Marcasfilial_filial_regular_fds1-out_socios_alcance_pouco-frequentes_2309_ceara,Fds1 Out,8,2023-09-29,,,,1751,65.086,Regular,Alcance,Socios,Youtube Ads,6282
Realizado,Marcasfilial_filial_regular_fds1-out_socios_alcance_pouco-frequentes_2309_ceara,Fds1 Out,14,2023-09-30,,,,2499,133.8078,Regular,Alcance,Socios,Youtube Ads,6283
Realizado,Marcasfilial_filial_regular_fds1-out_socios_alcance_pouco-frequentes_2309_distrito-federal,Fds1 Out,27,2023-09-28,,,,5483,190.5231,Regular,Alcance,Socios,Youtube Ads,6284
Realizado,Marcasfilial_filial_regular_fds1-out_socios_alcance_pouco-frequentes_2309_distrito-federal,Fds1 Out,73,2023-09-29,,,,11217,400.903,Regular,Alcance,Socios,Youtube Ads,6285
Realizado,Marcasfilial_filial_regular_fds1-out_socios_alcance_pouco-frequentes_2309_distrito-federal,Fds1 Out,59,2023-09-30,,,,10274,402.2134,Regular,Alcance,Socios,Youtube Ads,6286
Realizado,Marcasfilial_filial_regular_fds1-out_socios_alcance_pouco-frequentes_2309_espirito-santo,Fds1 Out,8,2023-09-28,,,,2047,65.6452,Regular,Alcance,Socios,Youtube Ads,6287
Realizado,Marcasfilial_filial_regular_fds1-out_socios_alcance_pouco-frequentes_2309_espirito-santo,Fds1 Out,9,2023-09-29,,,,1977,76.59190000000001,Regular,Alcance,Socios,Youtube Ads,6288
Realizado,Marcasfilial_filial_regular_fds1-out_socios_alcance_pouco-frequentes_2309_espirito-santo,Fds1 Out,18,2023-09-30,,,,2430,114.3986,Regular,Alcance,Socios,Youtube Ads,6289
Realizado,Marcasfilial_filial_regular_fds1-out_socios_alcance_pouco-frequentes_2309_goias,Fds1 Out,7,2023-09-28,,,,1526,50.545100000000005,Regular,Alcance,Socios,Youtube Ads,6290
Realizado,Marcasfilial_filial_regular_fds1-out_socios_alcance_pouco-frequentes_2309_goias,Fds1 Out,8,2023-09-29,,,,1689,74.009,Regular,Alcance,Socios,Youtube Ads,6291
Realizado,Marcasfilial_filial_regular_fds1-out_socios_alcance_pouco-frequentes_2309_goias,Fds1 Out,17,2023-09-30,,,,2646,133.5414,Regular,Alcance,Socios,Youtube Ads,6292
Realizado,Marcasfilial_filial_regular_fds1-out_socios_alcance_pouco-frequentes_2309_mato-grosso-do-sul,Fds1 Out,11,2023-09-28,,,,2297,70.0855,Regular,Alcance,Socios,Youtube Ads,6293
Realizado,Marcasfilial_filial_regular_fds1-out_socios_alcance_pouco-frequentes_2309_mato-grosso-do-sul,Fds1 Out,3,2023-09-29,,,,2448,90.9929,Regular,Alcance,Socios,Youtube Ads,6294
Realizado,Marcasfilial_filial_regular_fds1-out_socios_alcance_pouco-frequentes_2309_mato-grosso-do-sul,Fds1 Out,21,2023-09-30,,,,3797,196.1703,Regular,Alcance,Socios,Youtube Ads,6295
Realizado,Marcasfilial_filial_regular_fds1-out_socios_alcance_pouco-frequentes_2309_minas-gerais,Fds1 Out,9,2023-09-28,,,,1498,41.6262,Regular,Alcance,Socios,Youtube Ads,6296
Realizado,Marcasfilial_filial_regular_fds1-out_socios_alcance_pouco-frequentes_2309_minas-gerais,Fds1 Out,4,2023-09-29,,,,1587,42.639,Regular,Alcance,Socios,Youtube Ads,6297
Realizado,Marcasfilial_filial_regular_fds1-out_socios_alcance_pouco-frequentes_2309_minas-gerais,Fds1 Out,6,2023-09-30,,,,1887,42.681,Regular,Alcance,Socios,Youtube Ads,6298
Realizado,Marcasfilial_filial_regular_fds1-out_socios_alcance_pouco-frequentes_2309_parana,Fds1 Out,15,2023-09-28,,,,4233,151.1113,Regular,Alcance,Socios,Youtube Ads,6299
Realizado,Marcasfilial_filial_regular_fds1-out_socios_alcance_pouco-frequentes_2309_parana,Fds1 Out,67,2023-09-29,,,,12163,455.3232,Regular,Alcance,Socios,Youtube Ads,6300
Realizado,Marcasfilial_filial_regular_fds1-out_socios_alcance_pouco-frequentes_2309_parana,Fds1 Out,52,2023-09-30,,,,11142,454.6523,Regular,Alcance,Socios,Youtube Ads,6301
Realizado,Marcasfilial_filial_regular_fds1-out_socios_alcance_pouco-frequentes_2309_pernambuco,Fds1 Out,21,2023-09-28,,,,2024,64.8087,Regular,Alcance,Socios,Youtube Ads,6302
Realizado,Marcasfilial_filial_regular_fds1-out_socios_alcance_pouco-frequentes_2309_pernambuco,Fds1 Out,10,2023-09-29,,,,1961,84.6775,Regular,Alcance,Socios,Youtube Ads,6303
Realizado,Marcasfilial_filial_regular_fds1-out_socios_alcance_pouco-frequentes_2309_pernambuco,Fds1 Out,25,2023-09-30,,,,3023,155.9441,Regular,Alcance,Socios,Youtube Ads,6304
Realizado,Marcasfilial_filial_regular_fds1-out_socios_alcance_pouco-frequentes_2309_piaui,Fds1 Out,10,2023-09-28,,,,1493,46.7676,Regular,Alcance,Socios,Youtube Ads,6305
Realizado,Marcasfilial_filial_regular_fds1-out_socios_alcance_pouco-frequentes_2309_piaui,Fds1 Out,8,2023-09-29,,,,1344,55.9713,Regular,Alcance,Socios,Youtube Ads,6306
Realizado,Marcasfilial_filial_regular_fds1-out_socios_alcance_pouco-frequentes_2309_piaui,Fds1 Out,7,2023-09-30,,,,2327,124.1838,Regular,Alcance,Socios,Youtube Ads,6307
Realizado,Marcasfilial_filial_regular_fds1-out_socios_alcance_pouco-frequentes_2309_rio-de-janeiro,Fds1 Out,16,2023-09-28,,,,4516,179.5935,Regular,Alcance,Socios,Youtube Ads,6308
Realizado,Marcasfilial_filial_regular_fds1-out_socios_alcance_pouco-frequentes_2309_rio-de-janeiro,Fds1 Out,69,2023-09-29,,,,10516,386.9543,Regular,Alcance,Socios,Youtube Ads,6309
Realizado,Marcasfilial_filial_regular_fds1-out_socios_alcance_pouco-frequentes_2309_rio-de-janeiro,Fds1 Out,56,2023-09-30,,,,9500,386.9136,Regular,Alcance,Socios,Youtube Ads,6310
Realizado,Marcasfilial_filial_regular_fds1-out_socios_alcance_pouco-frequentes_2309_rio-grande-do-norte,Fds1 Out,13,2023-09-28,,,,2206,77.3064,Regular,Alcance,Socios,Youtube Ads,6311
Realizado,Marcasfilial_filial_regular_fds1-out_socios_alcance_pouco-frequentes_2309_rio-grande-do-norte,Fds1 Out,13,2023-09-29,,,,2147,93.5728,Regular,Alcance,Socios,Youtube Ads,6312
Realizado,Marcasfilial_filial_regular_fds1-out_socios_alcance_pouco-frequentes_2309_rio-grande-do-norte,Fds1 Out,19,2023-09-30,,,,3191,169.0297,Regular,Alcance,Socios,Youtube Ads,6313
Realizado,Marcasfilial_filial_regular_fds1-out_socios_alcance_pouco-frequentes_2309_rio-grande-do-sul,Fds1 Out,11,2023-09-28,,,,2440,88.97579999999999,Regular,Alcance,Socios,Youtube Ads,6314
Realizado,Marcasfilial_filial_regular_fds1-out_socios_alcance_pouco-frequentes_2309_rio-grande-do-sul,Fds1 Out,7,2023-09-29,,,,2428,107.4225,Regular,Alcance,Socios,Youtube Ads,6315
Realizado,Marcasfilial_filial_regular_fds1-out_socios_alcance_pouco-frequentes_2309_rio-grande-do-sul,Fds1 Out,22,2023-09-30,,,,3994,203.4459,Regular,Alcance,Socios,Youtube Ads,6316
Realizado,Marcasfilial_filial_regular_fds1-out_socios_alcance_pouco-frequentes_2309_santa-catarina,Fds1 Out,6,2023-09-28,,,,2510,79.2928,Regular,Alcance,Socios,Youtube Ads,6317
Realizado,Marcasfilial_filial_regular_fds1-out_socios_alcance_pouco-frequentes_2309_santa-catarina,Fds1 Out,5,2023-09-29,,,,2615,103.1642,Regular,Alcance,Socios,Youtube Ads,6318
Realizado,Marcasfilial_filial_regular_fds1-out_socios_alcance_pouco-frequentes_2309_santa-catarina,Fds1 Out,23,2023-09-30,,,,4341,210.137,Regular,Alcance,Socios,Youtube Ads,6319
Realizado,Marcasfilial_filial_regular_fds1-out_socios_alcance_pouco-frequentes_2309_sao-paulo-capital,Fds1 Out,270,2023-09-28,,,,47520,1840.5702,Regular,Alcance,Socios,Youtube Ads,6320
Realizado,Marcasfilial_filial_regular_fds1-out_socios_alcance_pouco-frequentes_2309_sao-paulo-capital,Fds1 Out,284,2023-09-29,,,,45908,1849.0433,Regular,Alcance,Socios,Youtube Ads,6321
Realizado,Marcasfilial_filial_regular_fds1-out_socios_alcance_pouco-frequentes_2309_sao-paulo-capital,Fds1 Out,268,2023-09-30,,,,43160,1845.7419,Regular,Alcance,Socios,Youtube Ads,6322
Realizado,Marcasfilial_filial_regular_fds1-out_socios_alcance_pouco-frequentes_2309_sao-paulo-interior,Fds1 Out,150,2023-09-28,,,,24924,823.1937,Regular,Alcance,Socios,Youtube Ads,6323
Realizado,Marcasfilial_filial_regular_fds1-out_socios_alcance_pouco-frequentes_2309_sao-paulo-interior,Fds1 Out,220,2023-09-29,,,,34095,1406.3563,Regular,Alcance,Socios,Youtube Ads,6324
Realizado,Marcasfilial_filial_regular_fds1-out_socios_alcance_pouco-frequentes_2309_sao-paulo-interior,Fds1 Out,279,2023-09-30,,,,39337,1759.8166,Regular,Alcance,Socios,Youtube Ads,6325
Realizado,Marcasfilial_filial_regular_fds1-out_socios_alcance_pouco-frequentes_2309_sergipe,Fds1 Out,6,2023-09-28,,,,1416,40.5607,Regular,Alcance,Socios,Youtube Ads,6326
Realizado,Marcasfilial_filial_regular_fds1-out_socios_alcance_pouco-frequentes_2309_sergipe,Fds1 Out,6,2023-09-29,,,,1628,67.31880000000001,Regular,Alcance,Socios,Youtube Ads,6327
Realizado,Marcasfilial_filial_regular_fds1-out_socios_alcance_pouco-frequentes_2309_sergipe,Fds1 Out,19,2023-09-30,,,,2464,128.4392,Regular,Alcance,Socios,Youtube Ads,6328
Realizado,Marcasfilial_filial_regular_fds1-out_socios_alcance_recorrentes_2309,Fds1 Out,1021,2023-09-28,,,,187006,3036.8199999999997,Regular,Alcance,Socios,Meta Ads,6329
