Base,campaign_name,Campanha,Soma de Cliques,Data,Data de Inicio,Data de Termino,Soma de Dias_Veiculacao,Soma de Impressoes,Soma de Investimento,Modalidade,Objetivo,Publico,Veiculo,linha_id,motivo
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_pouco*frequentes_2307_06a09_sao*jose*dos*campos,Fds2,72,2023-07-08,,,,17525,127.1838,Regular,Trafego,Socios,Youtube Ads,8242,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_pouco*frequentes_2307_06a09_sao*jose*dos*campos,Fds2,112,2023-07-09,,,,17579,127.1127,Regular,Trafego,Socios,Youtube Ads,8243,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_pouco*frequentes_2307_06a09_sao*paulo,Fds2,979,2023-07-06,,,,206407,1496.5573,Regular,Trafego,Socios,Youtube Ads,8244,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_pouco*frequentes_2307_06a09_sao*paulo,Fds2,787,2023-07-07,,,,169942,1495.528,Regular,Trafego,Socios,Youtube Ads,8245,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_pouco*frequentes_2307_06a09_sao*paulo,Fds2,903,2023-07-08,,,,208940,1498.9735,Regular,Trafego,Socios,Youtube Ads,8246,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_pouco*frequentes_2307_06a09_sao*paulo,Fds2,1186,2023-07-09,,,,191310,1495.3815,Regular,Trafego,Socios,Youtube Ads,8247,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_pouco*frequentes_2307_06a09_sorocaba,Fds2,61,2023-07-06,,,,10294,81.518,Regular,Trafego,Socios,Youtube Ads,8248,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_pouco*frequentes_2307_06a09_sorocaba,Fds2,27,2023-07-07,,,,7598,81.5736,Regular,Trafego,Socios,Youtube Ads,8249,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_pouco*frequentes_2307_06a09_sorocaba,Fds2,36,2023-07-08,,,,7450,81.517,Regular,Trafego,Socios,Youtube Ads,8250,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_pouco*frequentes_2307_06a09_sorocaba,Fds2,41,2023-07-09,,,,7915,81.5099,Regular,Trafego,Socios,Youtube Ads,8251,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_pouco*frequentes_2307_06a09_teresina,Fds2,55,2023-07-07,,,,9601,127.1672,Regular,Trafego,Socios,Youtube Ads,8252,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_pouco*frequentes_2307_06a09_teresina,Fds2,146,2023-07-08,,,,16062,126.3191,Regular,Trafego,Socios,Youtube Ads,8253,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_pouco*frequentes_2307_06a09_teresina,Fds2,110,2023-07-09,,,,14484,128.0701,Regular,Trafego,Socios,Youtube Ads,8254,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_pouco*frequentes_2307_06a09_vitoria,Fds2,79,2023-07-06,,,,18646,98.0389,Regular,Trafego,Socios,Youtube Ads,8255,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_pouco*frequentes_2307_06a09_vitoria,Fds2,65,2023-07-07,,,,12187,98.145,Regular,Trafego,Socios,Youtube Ads,8256,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_pouco*frequentes_2307_06a09_vitoria,Fds2,62,2023-07-08,,,,11748,97.5683,Regular,Trafego,Socios,Youtube Ads,8257,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_pouco*frequentes_2307_06a09_vitoria,Fds2,69,2023-07-09,,,,10648,97.8769,Regular,Trafego,Socios,Youtube Ads,8258,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_pouco-frequentes_2308,Fds2,2031,2023-08-10,,,,210337,3376.1600000000003,Regular,Trafego,Socios,Meta Ads,8259,data fora da janela do flight
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_pouco-frequentes_2308,Fds2,3045,2023-08-11,,,,405238,5951.959999999999,Regular,Trafego,Socios,Meta Ads,8260,data fora da janela do flight
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_pouco-frequentes_2308,Fds2,2746,2023-08-12,,,,448349,6233.35,Regular,Trafego,Socios,Meta Ads,8261,data fora da janela do flight
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_pouco-frequentes_2308,Fds2,2432,2023-08-13,,,,505126,6248.93,Regular,Trafego,Socios,Meta Ads,8262,data fora da janela do flight
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_americana,Fds2,40,2023-07-06,,,,7595,59.7992,Regular,Trafego,Socios,Youtube Ads,8263,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_americana,Fds2,34,2023-07-07,,,,5928,59.8573,Regular,Trafego,Socios,Youtube Ads,8264,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_americana,Fds2,33,2023-07-08,,,,5370,59.9344,Regular,Trafego,Socios,Youtube Ads,8265,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_americana,Fds2,40,2023-07-09,,,,5716,59.9402,Regular,Trafego,Socios,Youtube Ads,8266,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_aracaju,Fds2,41,2023-07-06,,,,8747,76.4248,Regular,Trafego,Socios,Youtube Ads,8267,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_aracaju,Fds2,26,2023-07-07,,,,7065,76.5223,Regular,Trafego,Socios,Youtube Ads,8268,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_aracaju,Fds2,40,2023-07-08,,,,6339,76.2499,Regular,Trafego,Socios,Youtube Ads,8269,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_aracaju,Fds2,33,2023-07-09,,,,5764,76.2945,Regular,Trafego,Socios,Youtube Ads,8270,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_bauru,Fds2,38,2023-07-06,,,,6939,48.4186,Regular,Trafego,Socios,Youtube Ads,8271,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_bauru,Fds2,17,2023-07-07,,,,4215,48.4134,Regular,Trafego,Socios,Youtube Ads,8272,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_bauru,Fds2,19,2023-07-08,,,,3786,48.4073,Regular,Trafego,Socios,Youtube Ads,8273,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_bauru,Fds2,26,2023-07-09,,,,3242,48.471,Regular,Trafego,Socios,Youtube Ads,8274,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_blumenau,Fds2,59,2023-07-06,,,,9791,48.4172,Regular,Trafego,Socios,Youtube Ads,8275,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_blumenau,Fds2,24,2023-07-07,,,,7350,48.5068,Regular,Trafego,Socios,Youtube Ads,8276,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_blumenau,Fds2,23,2023-07-08,,,,5031,48.4636,Regular,Trafego,Socios,Youtube Ads,8277,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_blumenau,Fds2,27,2023-07-09,,,,5288,48.4263,Regular,Trafego,Socios,Youtube Ads,8278,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_brasilia,Fds2,67,2023-07-06,,,,13596,138.7289,Regular,Trafego,Socios,Youtube Ads,8279,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_brasilia,Fds2,47,2023-07-07,,,,10359,138.9204,Regular,Trafego,Socios,Youtube Ads,8280,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_brasilia,Fds2,38,2023-07-08,,,,10645,138.8665,Regular,Trafego,Socios,Youtube Ads,8281,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_brasilia,Fds2,55,2023-07-09,,,,10296,139.155,Regular,Trafego,Socios,Youtube Ads,8282,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_campinas,Fds2,53,2023-07-06,,,,9569,86.6098,Regular,Trafego,Socios,Youtube Ads,8283,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_campinas,Fds2,57,2023-07-07,,,,8942,86.6209,Regular,Trafego,Socios,Youtube Ads,8284,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_campinas,Fds2,69,2023-07-08,,,,11176,86.6519,Regular,Trafego,Socios,Youtube Ads,8285,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_campinas,Fds2,85,2023-07-09,,,,10464,86.5014,Regular,Trafego,Socios,Youtube Ads,8286,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_campo*grande,Fds2,133,2023-07-06,,,,22725,122.2189,Regular,Trafego,Socios,Youtube Ads,8287,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_campo*grande,Fds2,93,2023-07-07,,,,13411,122.2881,Regular,Trafego,Socios,Youtube Ads,8288,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_campo*grande,Fds2,134,2023-07-08,,,,17572,121.8599,Regular,Trafego,Socios,Youtube Ads,8289,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_campo*grande,Fds2,124,2023-07-09,,,,15171,121.8161,Regular,Trafego,Socios,Youtube Ads,8290,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_caxias*do*sul,Fds2,38,2023-07-06,,,,6740,54.6606,Regular,Trafego,Socios,Youtube Ads,8291,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_caxias*do*sul,Fds2,24,2023-07-07,,,,5042,54.8545,Regular,Trafego,Socios,Youtube Ads,8292,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_caxias*do*sul,Fds2,31,2023-07-08,,,,5384,54.6708,Regular,Trafego,Socios,Youtube Ads,8293,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_caxias*do*sul,Fds2,69,2023-07-09,,,,6797,54.8164,Regular,Trafego,Socios,Youtube Ads,8294,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_contagem,Fds2,9,2023-07-06,,,,2056,17.6009,Regular,Trafego,Socios,Youtube Ads,8295,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_contagem,Fds2,5,2023-07-07,,,,1357,17.8791,Regular,Trafego,Socios,Youtube Ads,8296,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_contagem,Fds2,5,2023-07-08,,,,1457,17.785,Regular,Trafego,Socios,Youtube Ads,8297,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_contagem,Fds2,14,2023-07-09,,,,1973,17.933,Regular,Trafego,Socios,Youtube Ads,8298,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_curitiba,Fds2,119,2023-07-06,,,,22880,168.3624,Regular,Trafego,Socios,Youtube Ads,8299,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_curitiba,Fds2,198,2023-07-07,,,,28216,168.0041,Regular,Trafego,Socios,Youtube Ads,8300,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_curitiba,Fds2,237,2023-07-08,,,,32554,166.9736,Regular,Trafego,Socios,Youtube Ads,8301,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_curitiba,Fds2,309,2023-07-09,,,,31280,167.2557,Regular,Trafego,Socios,Youtube Ads,8302,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_fortaleza,Fortaleza,47,2023-07-06,,,,11481,76.4512,Regular,Trafego,Socios,Youtube Ads,8303,data fora da janela do flight
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_fortaleza,Fortaleza,33,2023-07-07,,,,8520,76.5185,Regular,Trafego,Socios,Youtube Ads,8304,data fora da janela do flight
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_fortaleza,Fortaleza,48,2023-07-08,,,,6049,76.2114,Regular,Trafego,Socios,Youtube Ads,8305,data fora da janela do flight
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_fortaleza,Fortaleza,64,2023-07-09,,,,5804,76.7886,Regular,Trafego,Socios,Youtube Ads,8306,data fora da janela do flight
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_goiania,Fds2,44,2023-07-06,,,,5217,62.5472,Regular,Trafego,Socios,Youtube Ads,8307,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_goiania,Fds2,75,2023-07-07,,,,4230,62.4124,Regular,Trafego,Socios,Youtube Ads,8308,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_goiania,Fds2,61,2023-07-08,,,,6870,62.3454,Regular,Trafego,Socios,Youtube Ads,8309,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_goiania,Fds2,50,2023-07-09,,,,6204,62.1548,Regular,Trafego,Socios,Youtube Ads,8310,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_granja*viana,Fds2,11,2023-07-06,,,,3603,18.9256,Regular,Trafego,Socios,Youtube Ads,8311,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_granja*viana,Fds2,9,2023-07-07,,,,1622,19.2095,Regular,Trafego,Socios,Youtube Ads,8312,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_granja*viana,Fds2,5,2023-07-08,,,,1365,19.1668,Regular,Trafego,Socios,Youtube Ads,8313,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_granja*viana,Fds2,7,2023-07-09,,,,1306,19.1639,Regular,Trafego,Socios,Youtube Ads,8314,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_joinville,Fds2,42,2023-07-06,,,,9426,54.7664,Regular,Trafego,Socios,Youtube Ads,8315,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_joinville,Fds2,34,2023-07-07,,,,8786,54.8494,Regular,Trafego,Socios,Youtube Ads,8316,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_joinville,Fds2,26,2023-07-08,,,,6799,54.8122,Regular,Trafego,Socios,Youtube Ads,8317,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_joinville,Fds2,36,2023-07-09,,,,6374,54.8146,Regular,Trafego,Socios,Youtube Ads,8318,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_maceio,Maceio,51,2023-07-06,,,,17777,71.3307,Regular,Trafego,Socios,Youtube Ads,8319,data fora da janela do flight
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_maceio,Maceio,54,2023-07-07,,,,11934,71.354,Regular,Trafego,Socios,Youtube Ads,8320,data fora da janela do flight
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_maceio,Maceio,45,2023-07-08,,,,8640,71.3729,Regular,Trafego,Socios,Youtube Ads,8321,data fora da janela do flight
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_maceio,Maceio,70,2023-07-09,,,,10132,71.2371,Regular,Trafego,Socios,Youtube Ads,8322,data fora da janela do flight
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_na,Fds2,1849,2023-07-06,,,,153330,2490.85,Regular,Trafego,Socios,Meta Ads,8323,data fora da janela do flight
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_na,Fds2,2104,2023-07-07,,,,215290,3324.1599999999994,Regular,Trafego,Socios,Meta Ads,8324,data fora da janela do flight
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_na,Fds2,1868,2023-07-08,,,,240871,3557.38,Regular,Trafego,Socios,Meta Ads,8325,data fora da janela do flight
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_na,Fds2,1539,2023-07-09,,,,231834,3176.61,Regular,Trafego,Socios,Meta Ads,8326,data fora da janela do flight
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_natal,Fds2,56,2023-07-06,,,,11131,77.6916,Regular,Trafego,Socios,Youtube Ads,8327,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_natal,Fds2,24,2023-07-07,,,,7016,77.798,Regular,Trafego,Socios,Youtube Ads,8328,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_natal,Fds2,24,2023-07-08,,,,6136,77.7169,Regular,Trafego,Socios,Youtube Ads,8329,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_natal,Fds2,36,2023-07-09,,,,6404,77.724,Regular,Trafego,Socios,Youtube Ads,8330,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_piracicaba,Fds2,29,2023-07-06,,,,7590,54.7769,Regular,Trafego,Socios,Youtube Ads,8331,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_piracicaba,Fds2,25,2023-07-07,,,,6686,54.7282,Regular,Trafego,Socios,Youtube Ads,8332,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_piracicaba,Fds2,28,2023-07-08,,,,4695,54.7871,Regular,Trafego,Socios,Youtube Ads,8333,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_piracicaba,Fds2,20,2023-07-09,,,,5084,54.8975,Regular,Trafego,Socios,Youtube Ads,8334,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_porto*alegre,Fds2,34,2023-07-06,,,,5083,35.5849,Regular,Trafego,Socios,Youtube Ads,8335,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_porto*alegre,Fds2,25,2023-07-07,,,,5344,35.7225,Regular,Trafego,Socios,Youtube Ads,8336,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_porto*alegre,Fds2,17,2023-07-08,,,,4472,35.6217,Regular,Trafego,Socios,Youtube Ads,8337,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_porto*alegre,Fds2,14,2023-07-09,,,,4817,35.5683,Regular,Trafego,Socios,Youtube Ads,8338,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_presidente*prudente,Fds2,40,2023-07-06,,,,5362,41.9958,Regular,Trafego,Socios,Youtube Ads,8339,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_presidente*prudente,Fds2,18,2023-07-07,,,,4065,42.0409,Regular,Trafego,Socios,Youtube Ads,8340,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_presidente*prudente,Fds2,13,2023-07-08,,,,3998,42.178,Regular,Trafego,Socios,Youtube Ads,8341,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_presidente*prudente,Fds2,27,2023-07-09,,,,3612,42.0615,Regular,Trafego,Socios,Youtube Ads,8342,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_recife,Fds2,68,2023-07-06,,,,11865,61.1793,Regular,Trafego,Socios,Youtube Ads,8343,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_recife,Fds2,25,2023-07-07,,,,7253,61.1038,Regular,Trafego,Socios,Youtube Ads,8344,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_recife,Fds2,30,2023-07-08,,,,5159,61.1677,Regular,Trafego,Socios,Youtube Ads,8345,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_recife,Fds2,31,2023-07-09,,,,5335,61.066,Regular,Trafego,Socios,Youtube Ads,8346,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_ribeirao*preto,Fds2,40,2023-07-06,,,,12184,63.8729,Regular,Trafego,Socios,Youtube Ads,8347,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_ribeirao*preto,Fds2,45,2023-07-07,,,,11701,63.6654,Regular,Trafego,Socios,Youtube Ads,8348,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_ribeirao*preto,Fds2,41,2023-07-08,,,,9006,63.6758,Regular,Trafego,Socios,Youtube Ads,8349,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_ribeirao*preto,Fds2,55,2023-07-09,,,,10573,63.7417,Regular,Trafego,Socios,Youtube Ads,8350,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_rio*de*janeiro,Fds2,87,2023-07-06,,,,32590,125.9695,Regular,Trafego,Socios,Youtube Ads,8351,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_rio*de*janeiro,Fds2,71,2023-07-07,,,,17308,124.0233,Regular,Trafego,Socios,Youtube Ads,8352,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_rio*de*janeiro,Fds2,62,2023-07-08,,,,13911,126.9914,Regular,Trafego,Socios,Youtube Ads,8353,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_rio*de*janeiro,Fds2,48,2023-07-09,,,,9853,126.7963,Regular,Trafego,Socios,Youtube Ads,8354,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_salvador,Fds2,74,2023-07-06,,,,24841,112.1669,Regular,Trafego,Socios,Youtube Ads,8355,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_salvador,Fds2,73,2023-07-07,,,,15772,112.0677,Regular,Trafego,Socios,Youtube Ads,8356,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_salvador,Fds2,51,2023-07-08,,,,10800,111.8713,Regular,Trafego,Socios,Youtube Ads,8357,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_salvador,Fds2,80,2023-07-09,,,,12023,112.0126,Regular,Trafego,Socios,Youtube Ads,8358,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_sao*jose*do*rio*preto,Fds2,34,2023-07-06,,,,11662,62.5333,Regular,Trafego,Socios,Youtube Ads,8359,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_sao*jose*do*rio*preto,Fds2,37,2023-07-07,,,,8654,62.3529,Regular,Trafego,Socios,Youtube Ads,8360,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_sao*jose*do*rio*preto,Fds2,27,2023-07-08,,,,7355,62.3212,Regular,Trafego,Socios,Youtube Ads,8361,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_sao*jose*do*rio*preto,Fds2,41,2023-07-09,,,,8125,62.2418,Regular,Trafego,Socios,Youtube Ads,8362,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_sao*jose*dos*campos,Fds2,48,2023-07-06,,,,15115,94.2886,Regular,Trafego,Socios,Youtube Ads,8363,veiculo nao planejado para a campanha
Realizado,Marcasfilial_filial_regular_fds2_socios_trafego_recorrentes_2307_06a09_sao*jose*dos*campos,Fds2,55,2023-07-07,,,,9236,94.1293,Regular,Trafego,Socios,Youtube Ads,8364,veiculo nao planejado para a campanha
